EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2007-05-08,2007-05-30,23.8,24.2,34,34,0,73,141,22,259,0.0109,24.35,0.0231,23.25,-0.0231,0.16729348711245717
2007-11-16,2007-11-22,18.8,18.0,27,26,0,54,107,6,-907,-0.0482,18.8,0.0,18.0,-0.0426,0.22513355767466625
2008-09-11,2008-09-16,14.7,12.6,21,20,0,38,79,5,-2179,-0.1482,14.7,0.0,13.4,-0.0884,0.249062008384894
2008-10-31,2008-11-04,10.4,11.25,20,20,0,34,74,4,776,0.0746,11.5,0.1058,10.4,0.0,0.30278435053868913
2011-03-03,2011-03-08,28.7,26.6,41,38,0,80,159,5,-2259,-0.0787,28.7,0.0,26.6,-0.0732,0.2235715917545653
2017-12-05,2017-12-14,14.75,15.25,21,22,0,46,89,9,411,0.0279,15.2,0.0305,14.75,0.0,0.0359044229314327
2019-01-24,2019-02-19,15.15,16.3,22,23,0,49,94,26,1056,0.0697,16.5,0.0891,15.15,0.0,0.042917720339741505
2020-06-03,2020-07-27,18.1,17.2,26,25,0,52,103,54,-1003,-0.0554,18.1,0.0,17.15,-0.0525,0.1726971672964055
2020-07-31,2020-08-18,17.45,18.8,25,27,0,56,108,18,1242,0.0712,18.7,0.0716,17.45,0.0,0.10760471733621424
2022-05-17,2022-05-20,21.75,21.5,31,31,0,64,126,3,-376,-0.0173,21.75,0.0,21.3,-0.0207,0.06792908418232924
