EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-02-26,2004-03-01,48.3,49.3,69,70,0,148,287,4,713,0.0148,50.0,0.0352,48.3,0.0,0.04201587028775333
2004-11-04,2004-11-30,27.0,26.0,38,37,0,78,153,26,-1153,-0.0427,27.0,0.0,26.0,-0.037,0.18007606621714256
2007-12-25,2008-01-15,23.05,24.4,33,35,0,73,141,21,1209,0.0525,24.5,0.0629,23.05,0.0,0.25059914254082805
2010-05-17,2010-05-26,18.6,16.5,27,24,0,50,101,9,-2201,-0.1183,18.6,0.0,16.5,-0.1129,0.18009703613933725
2011-02-09,2011-02-11,23.0,22.9,33,33,0,69,135,2,-235,-0.0102,23.75,0.0326,23.0,0.0,0.04571728784510487
2011-12-23,2011-12-27,10.45,11.95,20,20,0,36,76,4,1424,0.1363,11.9,0.1388,10.45,0.0,0.15189419950273142
2012-07-19,2012-07-25,10.8,10.3,20,20,0,31,71,6,-571,-0.0529,10.8,0.0,10.3,-0.0463,0.14973080099350922
2016-04-01,2016-04-25,15.6,13.85,22,20,0,42,84,24,-1834,-0.1176,15.6,0.0,13.75,-0.1186,0.23205919025610355
2016-05-18,2016-05-31,13.8,15.25,20,22,0,46,88,13,1362,0.0987,15.25,0.1051,13.8,0.0,0.15972558413102678
2016-11-16,2016-11-22,10.65,11.45,20,20,0,34,74,6,726,0.0682,11.75,0.1033,10.65,0.0,0.28631657946670885
2017-07-25,2017-07-31,11.1,11.0,20,20,0,33,73,6,-173,-0.0156,11.2,0.009,10.85,-0.0225,0.05653252130328812
2019-03-29,2019-04-25,11.55,11.05,20,20,0,33,73,27,-573,-0.0496,11.55,0.0,11.0,-0.0476,0.04087464454078682
2020-07-22,2020-07-28,20.1,18.2,29,26,0,55,110,6,-2010,-0.1,20.1,0.0,18.05,-0.102,0.1473213810342895
2020-07-31,2020-08-19,19.05,20.65,27,29,0,62,118,19,1482,0.0778,21.35,0.1207,19.05,0.0,0.2916585205711215
