EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-09-30,2002-10-02,34.2,34.7,49,49,0,104,202,2,298,0.0087,34.8,0.0175,34.2,0.0,0.1635442892994423
2003-03-19,2003-04-08,33.3,34.5,47,49,0,104,200,20,1000,0.03,34.1,0.024,33.0,-0.009,0.08199518328568112
2004-07-21,2004-07-28,19.3,18.1,28,26,0,54,108,7,-1308,-0.0678,19.3,0.0,18.1,-0.0622,0.10472340914463518
2004-09-23,2004-10-15,16.0,15.0,23,21,0,45,89,22,-1089,-0.0681,16.0,0.0,15.1,-0.0563,0.1254140095766081
2006-03-03,2006-03-09,14.0,13.8,20,20,0,41,81,6,-281,-0.0201,14.0,0.0,13.6,-0.0286,0.0748537006340475
2006-08-24,2006-08-29,12.1,11.3,20,20,0,34,74,5,-874,-0.0722,12.1,0.0,11.3,-0.0661,0.05971952538470138
2011-06-28,2011-07-19,39.0,42.45,56,60,0,127,243,21,3207,0.0822,42.15,0.0808,39.0,0.0,0.14705711707936264
2013-12-17,2013-12-27,31.7,32.35,45,46,0,97,188,10,462,0.0146,32.7,0.0315,31.7,0.0,0.03934901623696363
2015-02-24,2015-03-12,56.4,53.7,80,77,0,161,318,16,-3018,-0.0535,56.4,0.0,53.6,-0.0496,0.11613474810222546
2016-04-27,2016-05-04,41.7,39.65,59,57,0,119,235,7,-2285,-0.0548,41.7,0.0,39.3,-0.0576,0.10995306877052236
2016-05-18,2016-07-19,37.8,40.45,54,58,0,121,233,62,2417,0.0639,39.9,0.0556,37.8,0.0,0.1935929332768629
2022-03-02,2022-03-08,27.0,26.0,38,37,0,78,153,6,-1153,-0.0427,27.0,0.0,26.0,-0.037,0.07646308101537991
