EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2005-04-29,2005-06-07,13.1,12.7,20,20,0,38,78,39,-478,-0.0365,13.1,0.0,12.65,-0.0344,0.27083810804427255
2005-06-23,2005-07-06,12.6,12.3,20,20,0,37,77,13,-377,-0.0299,12.65,0.004,12.3,-0.0238,0.0495993676283637
2007-06-11,2007-06-14,20.6,21.35,29,30,0,64,123,3,627,0.0304,21.25,0.0316,20.6,0.0,0.10221356661096626
2009-12-03,2009-12-15,56.0,58.0,80,83,0,174,337,12,1663,0.0297,57.8,0.0321,54.9,-0.0196,0.11723802525366667
2011-07-15,2011-07-20,67.3,73.9,96,105,0,222,423,5,6177,0.0918,75.0,0.1144,67.3,0.0,0.11960649708165882
2012-05-07,2012-05-11,52.0,50.9,74,73,0,153,300,4,-1400,-0.0269,52.0,0.0,50.8,-0.0231,0.10877671252842358
2012-05-30,2012-06-04,49.5,45.0,71,64,0,135,270,5,-4770,-0.0964,49.5,0.0,46.55,-0.0596,0.19735198235851592
2013-03-07,2013-03-20,73.6,69.6,105,99,0,209,413,13,-4413,-0.06,73.6,0.0,69.1,-0.0611,0.08253918622635337
2013-04-12,2013-05-17,67.7,71.6,96,102,0,215,413,35,3487,0.0515,71.9,0.062,67.7,0.0,0.14925091063614504
2013-07-01,2013-07-24,66.2,69.5,94,99,0,208,401,23,2899,0.0438,70.1,0.0589,66.2,0.0,0.13544050526978868
2014-01-23,2014-02-05,75.9,72.0,108,103,0,216,427,13,-4327,-0.057,75.9,0.0,73.0,-0.0382,0.05666540548475196
2017-06-27,2017-07-21,45.15,45.6,64,65,0,137,266,24,184,0.0041,45.6,0.01,44.5,-0.0144,0.08144155631452032
2018-09-17,2018-09-21,58.4,57.1,83,81,0,171,335,4,-1635,-0.028,58.4,0.0,56.7,-0.0291,0.15503150575150992
2019-03-14,2019-03-28,81.0,79.1,115,113,0,237,465,14,-2365,-0.0292,81.0,0.0,79.3,-0.021,0.04193765045507458
2022-06-28,2022-07-01,81.3,77.9,116,111,0,234,461,3,-3861,-0.0475,81.3,0.0,77.2,-0.0504,0.1325827917119735
