EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2007-08-21,2007-08-23,334.0,279.0,476,398,0,837,1711,2,-56711,-0.1698,334.0,0.0,299.5,-0.1033,0.3502380010675179
2008-09-09,2008-09-15,147.0,122.0,209,174,0,366,749,6,-25749,-0.1752,147.0,0.0,126.5,-0.1395,0.34036762536511445
2008-10-08,2008-10-14,104.0,121.5,148,173,0,364,685,6,16815,0.1617,115.0,0.1058,104.0,0.0,0.6189808110601203
2010-08-18,2010-08-27,140.0,133.0,199,190,0,399,788,9,-7788,-0.0556,140.0,0.0,132.5,-0.0536,0.10602361632088297
2011-03-02,2011-03-14,132.0,125.0,188,178,0,375,741,12,-7741,-0.0586,132.0,0.0,125.0,-0.053,0.10494994795393886
2011-03-22,2011-03-29,122.0,109.0,174,155,0,327,656,7,-13656,-0.1119,122.0,0.0,107.5,-0.1189,0.23778916050903454
2012-04-10,2012-04-18,114.0,110.0,162,157,0,330,649,8,-4649,-0.0408,114.0,0.0,107.5,-0.057,0.18730676590084672
2012-04-27,2012-05-21,107.0,96.7,152,138,0,290,580,24,-10880,-0.1017,107.0,0.0,95.5,-0.1075,0.21454900544312583
2013-06-27,2013-07-12,89.8,82.2,128,117,0,247,492,15,-8092,-0.0901,89.8,0.0,81.4,-0.0935,0.06690659315197456
2020-11-06,2020-11-10,149.5,156.0,213,222,0,468,903,4,5597,0.0374,162.5,0.087,149.5,0.0,0.10280878585330244
2021-05-17,2021-05-19,190.0,204.5,271,291,0,614,1176,2,13324,0.0701,211.0,0.1105,190.0,0.0,0.3485360940100368
