EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-02-11,2003-03-11,31.5,28.5,45,41,0,86,172,28,-3172,-0.1007,31.5,0.0,28.0,-0.1111,0.15148074908841647
2003-03-14,2003-04-08,29.9,29.9,43,43,0,90,176,25,-176,-0.0059,30.5,0.0201,29.2,-0.0234,0.13869979351491546
2004-06-25,2004-07-16,28.0,26.2,40,37,0,79,156,21,-1956,-0.0699,28.0,0.0,26.2,-0.0643,0.2273027496795974
2004-10-06,2004-10-13,21.7,22.2,31,32,0,67,130,7,370,0.0171,23.4,0.0783,21.7,0.0,0.12059493448245928
2007-05-08,2007-05-22,32.5,33.9,46,48,0,102,196,14,1204,0.037,33.8,0.04,32.5,0.0,0.08567784844911763
2008-11-03,2008-11-10,15.75,14.8,22,21,0,44,87,7,-1037,-0.0658,15.75,0.0,13.9,-0.1175,0.293956701826968
2011-01-20,2011-01-27,46.0,47.5,66,68,0,143,277,7,1223,0.0266,48.0,0.0435,46.0,0.0,0.12496330822269641
2013-07-01,2013-07-08,34.55,34.3,49,49,0,103,201,7,-451,-0.0131,34.55,0.0,33.95,-0.0174,0.04484950819571476
2013-11-18,2013-11-28,34.6,35.4,49,50,0,106,205,10,595,0.0172,35.3,0.0202,34.5,-0.0029,0.040472623291911924
2015-04-24,2015-04-30,47.0,48.5,67,69,0,146,282,6,1218,0.0259,48.9,0.0404,47.0,0.0,0.05381199556936034
2015-07-31,2015-08-04,38.2,37.2,54,53,0,112,219,4,-1219,-0.0319,38.2,0.0,37.0,-0.0314,0.09088594831504526
2017-12-13,2017-12-27,45.8,44.7,65,64,0,134,263,14,-1363,-0.0298,45.8,0.0,44.7,-0.024,0.10450887263846487
2018-09-14,2018-09-25,43.35,42.8,62,61,0,128,251,11,-801,-0.0185,43.35,0.0,42.45,-0.0208,0.052223724399485416
2018-10-17,2018-10-26,41.5,39.35,59,56,0,118,233,9,-2383,-0.0574,41.5,0.0,38.7,-0.0675,0.1146408383720563
2020-09-30,2020-11-10,37.25,38.65,53,55,0,116,224,41,1176,0.0316,38.6,0.0362,37.25,0.0,0.07948722357449789
2021-10-12,2021-11-08,59.6,64.9,85,92,0,195,372,27,4928,0.0827,65.6,0.1007,59.6,0.0,0.12479633229119358
