EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2011-03-24,2011-04-20,804.0,764.0,1146,1089,0,2292,4527,27,-44527,-0.0554,804.0,0.0,721.0,-0.1032,0.2051941461890967
2011-09-20,2011-09-27,372.0,339.0,530,483,0,1017,2030,7,-35030,-0.0942,372.0,0.0,328.5,-0.1169,0.218472304268859
2011-09-30,2011-10-12,355.0,324.5,506,462,0,974,1942,12,-32442,-0.0914,355.0,0.0,318.0,-0.1042,0.38745220259723223
2015-08-10,2015-08-25,503.0,402.5,717,574,0,1208,2499,15,-102999,-0.2048,503.0,0.0,435.0,-0.1352,0.28455520064333406
2015-11-18,2015-11-24,615.0,660.0,876,940,0,1980,3796,6,41204,0.067,663.0,0.078,615.0,0.0,0.10417260520045102
2017-07-14,2017-07-28,277.5,257.5,395,367,0,772,1534,14,-21534,-0.0776,277.5,0.0,257.5,-0.0721,0.13475966379167237
2018-08-31,2018-09-11,134.5,126.0,192,180,0,378,750,11,-9250,-0.0688,134.5,0.0,123.5,-0.0818,0.23808728463205897
2019-09-17,2019-10-07,113.0,108.5,161,155,0,326,642,20,-5142,-0.0455,113.0,0.0,107.0,-0.0531,0.12063830058002556
2019-11-15,2019-12-20,110.0,114.5,157,163,0,344,664,35,3836,0.0349,117.0,0.0636,110.0,0.0,0.1407870161958582
2020-02-06,2020-02-18,126.5,137.0,180,195,0,411,786,12,9714,0.0768,141.0,0.1146,126.5,0.0,0.23794896501750396
