EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-06-25,2003-06-30,17.8,17.4,25,25,0,52,102,5,-502,-0.0282,17.8,0.0,17.3,-0.0281,0.14707884992195597
2003-11-14,2003-11-21,11.55,12.4,20,20,0,37,77,7,773,0.0669,12.7,0.0996,11.55,0.0,0.10020215801757537
2006-08-03,2006-08-07,12.55,12.35,20,20,0,37,77,4,-277,-0.0221,12.8,0.0199,12.5,-0.004,0.08372050619673188
2009-08-25,2009-09-22,35.2,37.3,50,53,0,112,215,28,1885,0.0536,37.6,0.0682,35.1,-0.0028,0.22049485272320912
2010-05-11,2010-06-01,36.5,39.1,52,56,0,117,225,21,2375,0.0651,39.95,0.0945,36.5,0.0,0.31026203075173253
2010-12-14,2010-12-16,35.0,37.0,50,53,0,111,214,2,1786,0.051,37.0,0.0571,34.75,-0.0071,0.0760497767857653
2011-10-07,2011-10-25,26.25,27.6,37,39,0,83,159,18,1191,0.0454,27.8,0.059,26.25,0.0,0.16094986361865815
2014-03-12,2014-03-24,42.5,39.0,61,56,0,117,234,12,-3734,-0.0879,42.5,0.0,39.5,-0.0706,0.06925492029242486
2014-08-12,2014-08-18,52.0,43.45,74,62,0,130,266,6,-8816,-0.1695,52.0,0.0,43.25,-0.1683,0.26059988840222403
2014-12-03,2014-12-05,39.65,40.3,57,57,0,121,235,2,415,0.0105,41.8,0.0542,39.65,0.0,0.11454329103505212
2019-03-28,2019-04-11,28.9,29.5,41,42,0,88,171,14,429,0.0148,29.85,0.0329,28.9,0.0,0.062391819796872916
2020-03-09,2020-03-13,23.2,19.3,33,28,0,58,119,4,-4019,-0.1732,23.2,0.0,20.85,-0.1013,0.08982429288808236
2020-10-05,2020-11-02,25.0,24.25,36,35,0,73,144,28,-894,-0.0358,25.0,0.0,24.25,-0.03,0.11349084759279959
2021-05-25,2021-06-24,25.7,25.15,37,36,0,75,148,30,-698,-0.0272,25.7,0.0,25.15,-0.0214,0.1490618314443688
2022-05-17,2022-06-08,26.9,27.4,38,39,0,82,159,22,341,0.0127,28.4,0.0558,26.9,0.0,0.14120077006816611
