EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2020-03-26,2020-04-21,61.8,63.8,88,91,0,191,370,26,1630,0.0264,63.8,0.0324,61.8,0.0,0.11993815137307728
2020-10-28,2020-11-05,62.3,61.9,89,88,0,186,363,8,-763,-0.0122,62.3,0.0,61.9,-0.0064,0.007943857054962145
