EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2006-09-20,2006-10-16,11.4,12.9,20,20,0,39,79,26,1421,0.1246,12.7,0.114,11.4,0.0,0.09546286626897627
2007-01-16,2007-01-31,17.45,17.3,25,25,0,52,102,15,-252,-0.0144,17.6,0.0086,16.8,-0.0372,0.09866048674064398
2008-08-08,2008-08-15,35.6,36.5,51,52,0,110,213,7,687,0.0193,39.5,0.1096,35.6,0.0,0.1596008184150679
2012-04-10,2012-05-03,38.9,41.1,55,59,0,123,237,23,1963,0.0505,41.5,0.0668,38.9,0.0,0.14768829994536725
2012-10-18,2012-10-29,39.0,35.7,56,51,0,107,214,11,-3514,-0.0901,39.0,0.0,35.5,-0.0897,0.09511973260102669
2015-07-15,2015-07-28,38.05,36.3,54,52,0,109,215,13,-1965,-0.0516,38.05,0.0,36.5,-0.0407,0.060776861278101224
2016-09-09,2016-09-13,37.65,36.8,54,52,0,110,216,4,-1066,-0.0283,37.65,0.0,36.8,-0.0226,0.05532733642082577
2018-02-22,2018-03-31,36.7,38.4,52,55,0,115,222,37,1478,0.0403,38.5,0.049,36.7,0.0,0.17582867807946956
2018-09-17,2018-10-02,38.0,41.1,54,59,0,123,236,15,2864,0.0754,41.75,0.0987,38.0,0.0,0.06362170315431914
2020-09-30,2020-11-11,38.9,40.1,55,57,0,120,232,42,968,0.0249,40.1,0.0308,38.9,0.0,0.09152970923134718
2021-11-23,2021-11-29,50.8,49.85,72,71,0,150,293,6,-1243,-0.0245,50.8,0.0,50.0,-0.0157,0.053405407146206896
