EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2014-10-30,2014-11-28,20.8,23.5,30,33,0,70,133,29,2567,0.1234,23.9,0.149,20.8,0.0
2015-04-08,2015-04-21,23.0,20.7,33,29,0,62,124,13,-2424,-0.1054,23.0,0.0,20.5,-0.1087
2015-08-17,2015-08-20,12.75,10.3,20,20,0,31,71,3,-2521,-0.1977,12.75,0.0,10.0,-0.2157
2015-08-24,2015-08-31,10.6,11.35,20,20,0,34,74,7,676,0.0638,11.75,0.1085,10.6,0.0
2016-05-18,2016-05-25,14.55,15.85,21,23,0,48,92,7,1208,0.083,16.1,0.1065,14.55,0.0
2017-12-11,2017-12-20,13.75,15.3,20,22,0,46,88,9,1462,0.1063,15.5,0.1273,13.75,0.0
2018-02-21,2018-03-08,13.6,15.9,20,23,0,48,91,15,2209,0.1624,15.4,0.1324,13.6,0.0
2019-01-08,2019-01-15,16.55,18.9,24,27,0,57,108,7,2242,0.1355,19.25,0.1631,16.55,0.0
2019-05-16,2019-05-22,21.3,19.8,30,28,0,59,117,6,-1617,-0.0759,21.3,0.0,18.9,-0.1127
2020-10-05,2020-11-23,14.2,15.6,20,22,0,47,89,49,1311,0.0923,15.95,0.1232,14.2,0.0
2021-10-15,2021-11-12,13.8,15.45,20,22,0,46,88,28,1562,0.1132,15.6,0.1304,13.8,0.0
