EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2007-08-09,2007-08-16,156.0,147.0,222,209,0,441,872,7,-9872,-0.0633,156.0,0.0,146.0,-0.0641,0.16611825503550626
2007-12-04,2007-12-14,148.0,140.0,211,199,0,420,830,10,-8830,-0.0597,148.0,0.0,141.5,-0.0439,0.08810591130432721
2008-01-22,2008-02-01,122.0,121.0,174,172,0,363,709,10,-1709,-0.014,124.0,0.0164,120.0,-0.0164,0.16020555492285982
2011-08-25,2011-09-02,369.0,406.5,526,579,0,1220,2325,8,35175,0.0953,414.0,0.122,369.0,0.0,0.2993045129438172
2013-12-30,2014-01-10,845.0,810.0,1204,1154,0,2430,4788,11,-39788,-0.0471,845.0,0.0,807.0,-0.045,0.10986897731475187
2014-01-24,2014-02-17,810.0,785.0,1154,1119,0,2355,4628,24,-29628,-0.0366,810.0,0.0,771.0,-0.0481,0.1313150791496116
2017-02-02,2017-02-06,597.0,587.0,851,836,0,1761,3448,4,-13448,-0.0225,597.0,0.0,584.0,-0.0218,0.0784603237078183
2018-09-18,2018-10-03,630.0,608.0,898,866,0,1824,3588,15,-25588,-0.0406,636.0,0.0095,609.0,-0.0333,0.1276752389091631
2019-06-03,2019-06-06,546.0,537.0,778,765,0,1611,3154,3,-12154,-0.0223,549.0,0.0055,535.0,-0.0201,0.13634398866566144
2020-02-04,2020-02-19,420.0,403.0,598,574,0,1209,2381,15,-19381,-0.0461,420.0,0.0,396.5,-0.056,0.17848610522259012
2021-01-12,2021-01-18,286.5,270.5,408,385,0,812,1605,6,-17605,-0.0614,286.5,0.0,270.0,-0.0576,0.0940818282279745
2021-05-24,2021-06-02,279.0,299.5,398,427,0,898,1723,9,18777,0.0673,311.5,0.1165,279.0,0.0,0.3067656515099524
2022-05-06,2022-05-10,272.0,264.0,388,376,0,792,1556,4,-9556,-0.0351,272.0,0.0,265.0,-0.0257,0.10526139181157168
