EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2011-02-10,2011-02-14,25.85,26.75,37,38,0,80,155,4,745,0.0288,27.5,0.0638,25.85,0.0,0.10468869145895843
2011-09-30,2011-11-01,13.4,13.65,20,20,0,41,81,32,169,0.0126,13.5,0.0075,13.05,-0.0261,0.30520475374358313
2013-11-05,2013-11-08,75.4,72.9,107,104,0,219,430,3,-2930,-0.0389,75.4,0.0,73.3,-0.0279,0.11666901735038038
2015-05-12,2015-05-27,69.0,75.3,98,107,0,226,431,15,5869,0.0851,75.3,0.0913,69.0,0.0,0.1762731009746623
2015-12-02,2015-12-09,71.8,67.8,102,97,0,203,402,7,-4402,-0.0613,71.8,0.0,67.9,-0.0543,0.16814804638427816
2016-01-12,2016-02-01,55.5,57.8,79,82,0,173,334,20,1966,0.0354,58.5,0.0541,55.1,-0.0072,0.194937856220732
2017-06-20,2017-06-30,53.2,51.2,76,73,0,154,303,10,-2303,-0.0433,54.0,0.015,51.5,-0.032,0.06857296501175081
2019-09-20,2019-09-24,27.95,27.55,40,39,0,83,162,4,-562,-0.0201,28.65,0.025,27.65,-0.0107,0.13321935094936554
2021-05-20,2021-07-06,36.0,38.5,51,55,0,116,222,47,2278,0.0633,38.8,0.0778,36.0,0.0,0.48952788809929015
2021-08-24,2021-10-29,35.0,34.2,50,49,0,103,202,66,-1002,-0.0286,35.4,0.0114,33.55,-0.0414,0.19892888375075524
