EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2012-11-26,2012-12-13,44.8,50.8,64,72,0,152,288,17,5712,0.1275,49.95,0.115,44.8,0.0
2013-12-19,2014-01-08,65.8,71.4,94,102,0,214,410,20,5190,0.0789,72.6,0.1033,65.8,0.0
2014-07-15,2014-07-30,73.1,65.0,104,93,0,195,392,15,-8492,-0.1162,73.1,0.0,64.6,-0.1163
2014-08-01,2014-08-18,68.5,61.0,98,87,0,183,368,17,-7868,-0.1149,68.5,0.0,60.6,-0.1153
2014-08-22,2014-09-26,60.4,66.6,86,95,0,200,381,35,5819,0.0963,69.2,0.1457,60.4,0.0
2014-10-22,2014-12-03,56.8,63.4,81,90,0,190,361,42,6239,0.1098,63.5,0.118,56.8,0.0
2015-04-09,2015-05-18,63.7,58.0,91,83,0,174,348,39,-6048,-0.0949,63.7,0.0,56.5,-0.113
2017-08-10,2017-08-16,79.3,72.2,113,103,0,217,433,6,-7533,-0.095,79.3,0.0,71.0,-0.1047
2017-12-06,2018-01-11,68.0,61.1,97,87,0,183,367,36,-7267,-0.1069,68.0,0.0,60.4,-0.1118
2018-02-08,2018-03-08,53.1,58.0,76,83,0,174,333,28,4567,0.086,58.9,0.1092,53.1,0.0
2018-08-22,2018-10-12,47.8,39.85,68,57,0,120,245,51,-8195,-0.1714,47.8,0.0,40.65,-0.1496
2020-12-17,2021-02-22,45.4,52.8,65,75,0,158,298,67,7102,0.1564,53.4,0.1762,45.4,0.0
