EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-03-30,2004-04-20,12.6,13.05,20,20,0,39,79,21,371,0.0294,13.5,0.0714,12.6,0.0,0.20222136692756498
2005-12-09,2005-12-29,9.06,9.23,20,20,0,28,68,20,102,0.0113,9.38,0.0353,9.06,0.0,0.04921048882624235
2008-10-22,2008-11-20,8.13,7.72,20,20,0,23,63,29,-473,-0.0582,8.13,0.0,7.3,-0.1021,0.13112912582265368
2010-05-12,2010-05-24,16.3,15.2,23,22,0,46,91,12,-1191,-0.0731,16.3,0.0,14.75,-0.0951,0.23515801321160268
2012-04-26,2012-04-30,14.95,14.5,21,21,0,44,86,4,-536,-0.0359,14.95,0.0,14.65,-0.0201,0.05612903532302993
2013-03-27,2013-04-10,15.0,15.2,21,22,0,46,89,14,111,0.0074,15.85,0.0567,15.0,0.0,0.046246564904362186
2014-10-30,2014-11-12,15.55,15.7,22,22,0,47,91,13,59,0.0038,16.0,0.0289,15.5,-0.0032,0.04323013256347652
2015-06-22,2015-07-01,15.8,15.25,23,22,0,46,91,9,-641,-0.0406,15.8,0.0,15.05,-0.0475,0.05175728322877515
2015-08-31,2015-09-08,14.2,13.95,20,20,0,42,82,8,-332,-0.0234,14.2,0.0,13.5,-0.0493,0.21013924067868262
2016-01-12,2016-01-15,15.0,14.8,21,21,0,44,86,3,-286,-0.0191,15.0,0.0,14.8,-0.0133,0.04067728623282596
2017-04-18,2017-04-20,22.6,22.5,32,32,0,68,132,2,-232,-0.0103,22.7,0.0044,22.5,-0.0044,0.022326307334912254
2018-11-29,2019-01-02,18.2,18.4,26,26,0,55,107,34,93,0.0051,18.4,0.011,18.2,0.0,0.05938446599861358
