EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2019-05-23,2019-05-30,54.6,54.7,78,78,0,164,320,7,-220,-0.004,54.7,0.0018,54.6,0.0,0.007822364475699395
2021-01-22,2021-02-01,51.9,51.4,74,73,0,154,301,10,-801,-0.0154,52.0,0.0019,51.5,-0.0077,0.018930961856089334
