EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-01-28,2003-02-25,46.7,41.3,67,59,0,124,250,28,-5650,-0.121,46.7,0.0,42.6,-0.0878,0.13277331022296446
2004-06-21,2004-07-08,51.0,48.5,73,69,0,146,288,17,-2788,-0.0547,51.0,0.0,45.4,-0.1098,0.2614576649212992
2006-03-03,2006-03-07,35.2,34.0,50,48,0,102,200,4,-1400,-0.0398,35.2,0.0,34.05,-0.0327,0.10648412602328805
2008-06-19,2008-06-23,26.5,25.1,38,36,0,75,149,4,-1549,-0.0585,26.7,0.0075,26.0,-0.0189,0.2758880631134628
2009-11-05,2009-11-25,23.0,24.7,33,35,0,74,142,20,1558,0.0677,25.2,0.0957,23.0,0.0,0.1283989234693852
2010-05-14,2010-05-24,23.4,21.6,33,31,0,65,129,10,-1929,-0.0824,23.4,0.0,21.35,-0.0876,0.183831829706967
2011-02-22,2011-02-24,17.8,17.1,25,24,0,51,100,2,-800,-0.0449,17.8,0.0,17.1,-0.0393,0.06503385698460828
2011-03-02,2011-03-16,17.45,16.1,25,23,0,48,96,14,-1446,-0.0829,17.45,0.0,15.85,-0.0917,0.09974299429189393
2011-11-28,2011-12-21,10.2,9.5,20,20,0,28,68,23,-768,-0.0753,10.2,0.0,9.0,-0.1176,0.17470648943304434
2013-01-23,2013-01-28,9.75,9.7,20,20,0,29,69,5,-119,-0.0122,9.9,0.0154,9.55,-0.0205,0.06475633585403395
2014-07-21,2014-07-24,12.0,12.2,20,20,0,37,77,3,123,0.0102,12.35,0.0292,11.8,-0.0167,0.057856011162086274
2019-05-20,2019-06-28,4.2,4.35,20,20,0,13,53,39,97,0.0231,4.7,0.119,4.2,0.0,0.10257972497759349
