EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2014-05-23,2014-08-11,10.9,9.95,20,20,0,30,70,80,-1020,-0.0936,10.9,0.0,9.51,-0.1275
2015-12-16,2016-03-07,10.1,11.05,20,20,0,33,73,82,877,0.0868,11.25,0.1139,10.1,0.0
2018-02-02,2018-02-09,43.9,36.2,63,52,0,109,224,7,-7924,-0.1805,43.9,0.0,38.25,-0.1287
2019-11-11,2019-12-03,83.2,74.2,119,106,0,223,448,22,-9448,-0.1136,83.2,0.0,74.4,-0.1058
2019-12-26,2020-02-03,71.6,63.6,102,91,0,191,384,39,-8384,-0.1171,71.6,0.0,63.1,-0.1187
2020-03-05,2020-03-11,59.0,56.5,84,81,0,170,335,6,-2835,-0.0481,59.0,0.0,52.6,-0.1085
2021-05-17,2021-05-24,63.5,69.0,90,98,0,207,395,7,5105,0.0804,70.4,0.1087,63.5,0.0
2021-08-19,2021-10-05,72.0,63.2,103,90,0,190,383,47,-9183,-0.1275,72.0,0.0,64.7,-0.1014
2022-01-19,2022-01-25,52.4,46.6,75,66,0,140,281,6,-6081,-0.116,52.4,0.0,46.45,-0.1135
2022-02-10,2022-03-10,45.5,40.75,65,58,0,122,245,28,-4995,-0.1098,45.5,0.0,40.5,-0.1099
