EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2005-04-13,2005-04-19,19.35,18.6,28,27,0,56,111,6,-861,-0.0445,19.35,0.0,18.5,-0.0439,0.06662603242591225
2005-09-28,2005-09-30,16.2,16.05,23,23,0,48,94,2,-244,-0.0151,16.2,0.0,15.9,-0.0185,0.13281089934287338
2007-12-25,2008-01-25,26.0,24.2,37,34,0,73,144,31,-1944,-0.0748,26.0,0.0,23.65,-0.0904,0.2768088914633484
2009-11-05,2009-11-18,26.2,27.3,37,39,0,82,158,13,942,0.036,28.0,0.0687,26.2,0.0,0.21707288905570277
2010-05-14,2010-05-24,23.6,22.75,34,32,0,68,134,10,-984,-0.0417,23.6,0.0,22.05,-0.0657,0.15786813417269863
2011-03-22,2011-04-18,23.9,24.65,34,35,0,74,143,27,607,0.0254,24.75,0.0356,23.9,0.0,0.1389467224218981
2011-07-19,2011-08-04,22.6,20.75,32,30,0,62,124,16,-1974,-0.0873,22.6,0.0,20.6,-0.0885,0.09126981841914739
2011-08-15,2011-08-22,19.3,17.5,28,25,0,52,105,7,-1905,-0.0987,19.3,0.0,17.5,-0.0933,0.3593507665661908
2012-04-09,2012-05-04,26.1,27.8,37,40,0,83,160,25,1540,0.059,28.4,0.0881,26.1,0.0,0.14034804875051865
2012-05-23,2012-06-18,26.1,28.05,37,40,0,84,161,26,1789,0.0685,28.05,0.0747,26.1,0.0,0.10892516106415018
2015-04-24,2015-05-14,58.0,54.5,83,78,0,164,325,20,-3825,-0.0659,58.0,0.0,54.8,-0.0552,0.15371668224343016
2015-07-15,2015-07-17,45.25,44.3,64,63,0,133,260,2,-1210,-0.0267,45.25,0.0,44.1,-0.0254,0.1420115313806769
2016-01-19,2016-02-03,51.4,52.5,73,75,0,158,306,15,794,0.0154,54.4,0.0584,51.4,0.0,0.09796788747669916
2016-08-17,2016-08-19,68.6,71.5,98,102,0,214,414,2,2486,0.0362,73.3,0.0685,68.6,0.0,0.08245657530120187
2016-11-15,2016-12-12,59.0,63.2,84,90,0,190,364,27,3836,0.065,63.9,0.0831,59.0,0.0,0.2755211539360569
2017-03-17,2017-03-24,61.0,62.2,87,89,0,187,363,7,837,0.0137,62.7,0.0279,61.0,0.0,0.04698338269169877
2018-01-15,2018-01-17,56.1,55.2,80,79,0,166,325,2,-1225,-0.0218,56.1,0.0,54.8,-0.0232,0.09864725468101931
2018-07-17,2018-09-05,38.65,38.75,55,55,0,116,226,50,-126,-0.0033,39.45,0.0207,38.55,-0.0026,0.14525431930795718
2020-05-21,2020-06-01,24.5,24.1,35,34,0,72,141,11,-541,-0.0221,24.5,0.0,20.65,-0.1571,0.18644944464483815
2020-12-28,2020-12-30,30.05,33.0,43,47,0,99,189,2,2761,0.0919,33.2,0.1048,30.05,0.0,0.10303678572712238
