EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2014-08-12,2014-08-18,130.0,112.5,185,160,0,338,683,6,-18183,-0.1399,130.0,0.0,114.5,-0.1192,0.20703679305583633
2015-04-08,2015-04-22,98.7,93.0,141,133,0,279,553,14,-6253,-0.0634,98.7,0.0,91.0,-0.078,0.15122798996957743
2015-05-13,2015-05-19,87.0,84.6,124,121,0,254,499,6,-2899,-0.0333,87.2,0.0023,84.5,-0.0287,0.24909944887505553
2015-06-22,2015-07-13,84.0,80.4,120,115,0,241,476,21,-4076,-0.0485,84.0,0.0,76.7,-0.0869,0.1504450588665993
2016-10-24,2016-11-10,59.8,56.8,85,81,0,170,336,17,-3336,-0.0558,59.8,0.0,53.7,-0.102,0.10209122602198861
2017-07-13,2017-08-15,52.5,48.9,75,70,0,147,292,33,-3892,-0.0741,52.5,0.0,49.6,-0.0552,0.0756904544484791
2017-10-25,2017-10-31,48.95,47.5,70,68,0,143,281,6,-1731,-0.0354,48.95,0.0,47.2,-0.0358,0.04345233708085061
2017-11-17,2018-01-17,46.6,47.0,66,67,0,141,274,61,126,0.0027,47.2,0.0129,46.4,-0.0043,0.11683073579854386
2018-09-17,2018-10-04,35.4,40.0,50,57,0,120,227,17,4373,0.1235,38.4,0.0847,35.4,0.0,0.22886154180237628
2019-05-15,2019-05-21,28.65,27.0,41,38,0,81,160,6,-1810,-0.0632,28.65,0.0,27.1,-0.0541,0.06526395034331789
2022-02-09,2022-02-16,26.75,26.8,38,38,0,80,156,7,-106,-0.004,27.95,0.0449,26.25,-0.0187,0.11599164553566932
