EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-10-16,2002-10-23,11.15,10.8,20,20,0,32,72,7,-422,-0.0378,11.6,0.0404,10.65,-0.0448,0.3297663607177608
2002-12-03,2002-12-13,10.7,10.0,20,20,0,30,70,10,-770,-0.072,10.7,0.0,9.95,-0.0701,0.16190967291977532
2005-01-31,2005-02-17,10.45,11.0,20,20,0,33,73,17,477,0.0456,11.4,0.0909,10.45,0.0,0.09054136618016728
2006-01-05,2006-01-09,10.0,10.55,20,20,0,32,72,4,478,0.0478,10.45,0.045,10.0,0.0,0.037961251311865674
2008-06-18,2008-06-23,48.0,43.8,68,62,0,131,261,5,-4461,-0.0929,48.0,0.0,44.9,-0.0646,0.25053845014084297
2008-08-12,2008-08-25,41.0,39.9,58,57,0,120,235,13,-1335,-0.0326,41.0,0.0,37.55,-0.0841,0.26199858177392765
2009-08-25,2009-08-27,41.5,39.85,59,57,0,120,236,2,-1886,-0.0454,41.5,0.0,39.55,-0.047,0.19271460968660192
2009-11-05,2009-11-10,42.5,47.5,61,68,0,143,272,5,4728,0.1112,47.5,0.1176,42.5,0.0,0.13705840792107926
2010-11-08,2010-11-10,68.0,68.0,97,97,0,204,398,2,-398,-0.0059,72.2,0.0618,68.0,0.0,0.13789908018871344
2014-03-25,2014-03-27,58.9,59.7,84,85,0,179,348,2,452,0.0077,60.5,0.0272,58.9,0.0,0.12613856710947036
2015-08-28,2015-09-17,29.75,35.75,42,51,0,107,200,20,5800,0.195,34.65,0.1647,29.75,0.0,0.20122992215547897
2015-12-17,2016-01-30,31.9,31.65,45,45,0,95,185,44,-435,-0.0136,31.9,0.0,30.6,-0.0408,0.1752736011053142
2016-11-21,2016-12-20,26.4,27.95,38,40,0,84,162,29,1388,0.0526,28.25,0.0701,26.4,0.0,0.1461392226703906
2017-04-25,2017-05-26,27.25,27.95,39,40,0,84,163,31,537,0.0197,28.0,0.0275,27.25,0.0,0.091347574341754
2020-03-26,2020-04-15,28.0,31.2,40,44,0,94,178,20,3022,0.1079,31.1,0.1107,28.0,0.0,0.3203596877655839
2021-10-12,2021-10-19,28.4,30.8,40,44,0,92,176,7,2224,0.0783,31.4,0.1056,28.4,0.0,0.06679169557523568
2022-03-14,2022-03-16,30.6,30.05,44,43,0,90,177,2,-727,-0.0238,30.6,0.0,29.95,-0.0212,0.08209240874666235
