EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-09-11,2002-09-25,5.3,4.7,20,20,0,14,54,14,-654,-0.1234,5.3,0.0,4.76,-0.1019,0.28736538530859135
2005-09-29,2005-10-04,11.6,12.0,20,20,0,36,76,5,324,0.0279,12.4,0.069,11.6,0.0,0.10250146244591529
2009-08-12,2009-08-18,13.85,13.1,20,20,0,39,79,6,-829,-0.0599,13.85,0.0,13.4,-0.0325,0.13652346737830579
2009-11-05,2009-11-20,13.7,15.05,20,21,0,45,86,15,1264,0.0923,15.05,0.0985,13.7,0.0,0.18352602468107615
2014-08-06,2014-08-25,30.25,27.8,43,40,0,83,166,19,-2616,-0.0865,30.25,0.0,26.1,-0.1372,0.1754785086877415
2015-04-07,2015-04-09,27.0,27.3,38,39,0,82,159,2,141,0.0052,27.5,0.0185,27.0,0.0,0.039408220571566455
2015-07-15,2015-07-23,23.5,22.1,33,31,0,66,130,8,-1530,-0.0651,23.5,0.0,21.95,-0.066,0.14191302686025997
2015-08-28,2015-09-11,20.3,21.9,29,31,0,66,126,14,1474,0.0726,22.1,0.0887,20.3,0.0,0.1970793645444069
2020-11-05,2020-11-12,23.0,23.85,33,34,0,72,139,7,711,0.0309,23.95,0.0413,23.0,0.0,0.04864536626578553
2021-08-31,2021-10-04,27.15,26.0,39,37,0,78,154,34,-1304,-0.048,27.15,0.0,26.0,-0.0424,0.1371614305013562
