EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2019-12-24,2020-01-02,55.6,55.5,79,79,0,166,324,9,-424,-0.0076,55.8,0.0036,55.4,-0.0036,0.010427281007105549
2020-11-03,2020-11-11,52.6,52.8,75,75,0,158,308,8,-108,-0.0021,53.1,0.0095,52.5,-0.0019,0.015144647240601605
2021-01-26,2021-01-29,52.2,52.1,74,74,0,156,304,3,-404,-0.0077,52.2,0.0,52.1,-0.0019,0.011749780121905085
2021-05-07,2021-05-11,52.8,52.8,75,75,0,158,308,4,-308,-0.0058,52.8,0.0,52.7,-0.0019,0.005165137264678821
