EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-09-12,2002-09-26,8.0,8.0,20,20,0,24,64,14,-64,-0.008,8.0,0.0,7.6,-0.05,0.31303443353142546
2003-03-14,2003-03-31,8.4,9.1,20,20,0,27,67,17,633,0.0754,8.65,0.0298,8.1,-0.0357,0.13660362844437413
2003-09-10,2003-09-16,9.45,9.65,20,20,0,29,69,6,131,0.0139,10.0,0.0582,9.35,-0.0106,0.08338052953368824
2010-05-12,2010-05-24,25.5,23.8,36,34,0,71,141,12,-1841,-0.0722,25.5,0.0,23.45,-0.0804,0.22460414591463107
2011-11-30,2011-12-08,16.5,16.2,24,23,0,49,96,8,-396,-0.024,16.5,0.0,16.2,-0.0182,0.24565264634982253
2014-10-07,2014-10-13,17.7,17.2,25,25,0,52,102,6,-602,-0.034,17.7,0.0,17.4,-0.0169,0.0547280186094552
2015-08-27,2015-09-18,14.6,15.15,21,22,0,45,88,22,462,0.0316,15.3,0.0479,14.6,0.0,0.34721197689542893
2016-11-14,2016-12-02,12.5,13.0,20,20,0,39,79,18,421,0.0337,13.05,0.044,12.5,0.0,0.053628562173264616
2017-08-18,2017-08-31,12.4,12.7,20,20,0,38,78,13,222,0.0179,12.75,0.0282,12.4,0.0,0.04504960430688598
2019-04-23,2019-05-07,14.2,13.8,20,20,0,41,81,14,-481,-0.0339,14.2,0.0,13.75,-0.0317,0.021084502947652517
2021-01-11,2021-01-15,11.0,10.9,20,20,0,33,73,4,-173,-0.0157,11.0,0.0,10.9,-0.0091,0.050520040541666145
2021-01-20,2021-03-04,11.3,11.1,20,20,0,33,73,43,-273,-0.0242,11.3,0.0,10.95,-0.031,0.05886266696559139
2022-03-11,2022-03-21,39.5,46.95,56,67,0,141,264,10,7186,0.1819,43.2,0.0937,39.0,-0.0127,0.18090379060417994
