EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-10-06,2003-10-09,24.8,26.4,35,38,0,79,152,3,1448,0.0584,26.7,0.0766,24.8,0.0,0.08814552373446771
2007-03-09,2007-03-21,21.15,21.5,30,31,0,64,125,12,225,0.0106,22.0,0.0402,21.15,0.0,0.1468251786675765
2011-03-21,2011-04-29,17.85,19.2,25,27,0,58,110,39,1240,0.0695,19.5,0.0924,17.85,0.0,0.20419806395257267
2011-07-19,2011-08-03,18.1,15.6,26,22,0,47,95,15,-2595,-0.1434,18.1,0.0,15.8,-0.1271,0.06530996124406263
2011-12-26,2012-01-11,14.2,14.85,20,21,0,45,86,16,564,0.0397,14.7,0.0352,14.15,-0.0035,0.1498656336902051
2012-04-03,2012-04-06,18.0,16.9,26,24,0,51,101,3,-1201,-0.0667,18.0,0.0,16.2,-0.1,0.10138317529541019
2012-11-01,2012-11-22,14.5,14.0,21,20,0,42,83,21,-583,-0.0402,14.5,0.0,13.9,-0.0414,0.19767180405226226
2015-06-23,2015-07-09,14.8,13.35,21,20,0,40,81,16,-1531,-0.1034,14.8,0.0,14.3,-0.0338,0.0923029133451092
2016-01-20,2016-01-25,34.4,33.8,49,48,0,101,198,5,-798,-0.0232,35.55,0.0334,33.1,-0.0378,0.1666377749016985
2018-09-18,2018-09-21,97.5,86.5,139,123,0,260,522,3,-11522,-0.1182,97.7,0.0021,86.7,-0.1108,0.2527089568865488
2021-10-12,2021-10-19,250.5,235.5,357,336,0,706,1399,7,-16399,-0.0655,250.5,0.0,232.0,-0.0739,0.2141122102660873
