EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-05-21,2004-06-03,12.0,11.9,20,20,0,36,76,13,-176,-0.0147,12.0,0.0,11.95,-0.0042,0.051258688931631546
2004-06-23,2004-06-25,11.35,12.9,20,20,0,39,79,2,1471,0.1296,12.85,0.1322,11.35,0.0,0.0845623922880745
2005-01-19,2005-01-21,10.3,10.15,20,20,0,30,70,2,-220,-0.0214,10.3,0.0,10.05,-0.0243,0.04280865740922257
2005-07-06,2005-07-29,9.17,8.79,20,20,0,26,66,23,-446,-0.0486,9.17,0.0,8.6,-0.0622,0.09655178745449722
2007-08-24,2007-09-14,11.1,11.6,20,20,0,35,75,21,425,0.0383,11.55,0.0405,11.0,-0.009,0.3357695449833744
2007-11-30,2007-12-17,9.85,9.3,20,20,0,28,68,17,-618,-0.0627,9.85,0.0,9.11,-0.0751,0.1939901090502234
2012-04-09,2012-04-12,10.35,11.25,20,20,0,34,74,3,826,0.0798,11.15,0.0773,10.35,0.0,0.0957479524481828
2014-05-20,2014-07-14,15.85,15.25,23,22,0,46,91,55,-691,-0.0436,15.85,0.0,14.65,-0.0757,0.09101906902003254
2015-07-31,2015-08-18,10.55,10.35,20,20,0,31,71,18,-271,-0.0257,10.55,0.0,10.2,-0.0332,0.14183396514855495
2015-08-31,2015-09-23,9.45,8.62,20,20,0,26,66,23,-896,-0.0948,9.45,0.0,8.5,-0.1005,0.2855735922691167
2016-01-12,2016-02-17,8.88,9.2,20,20,0,28,68,36,252,0.0284,9.34,0.0518,8.88,0.0,0.06592277625634035
2017-03-17,2017-03-21,11.6,11.8,20,20,0,35,75,4,125,0.0108,11.9,0.0259,11.6,0.0,0.03804440185676072
2018-07-11,2018-07-31,13.0,13.4,20,20,0,40,80,20,320,0.0246,13.4,0.0308,13.0,0.0,0.08107121238007031
2020-12-16,2020-12-23,11.6,11.9,20,20,0,36,76,7,224,0.0193,12.25,0.056,11.6,0.0,0.042494414306221584
2021-05-19,2021-07-02,13.5,14.25,20,20,0,43,83,44,667,0.0494,14.65,0.0852,13.5,0.0,0.23368580397636118
2021-11-25,2021-11-29,13.75,13.5,20,20,0,40,80,4,-330,-0.024,13.75,0.0,13.6,-0.0109,0.051785850712809944
