EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-10-07,2003-10-09,8.8,8.9,20,20,0,27,67,2,33,0.0037,9.1,0.0341,8.7,-0.0114,0.0860683152227566
2004-12-16,2004-12-23,17.1,16.9,24,24,0,51,99,7,-299,-0.0175,17.1,0.0,16.8,-0.0175,0.07675957075449258
2005-10-03,2005-10-21,9.85,9.05,20,20,0,27,67,18,-867,-0.088,9.85,0.0,8.73,-0.1137,0.1295701049126381
2007-03-09,2007-04-09,15.9,17.6,23,25,0,53,101,31,1599,0.1006,17.75,0.1164,15.9,0.0,0.12472522115706708
2007-08-22,2007-09-26,15.75,16.2,22,23,0,49,94,35,356,0.0226,16.25,0.0317,15.75,0.0,0.3189319540385753
2010-11-12,2010-12-02,18.3,18.4,26,26,0,55,107,20,-7,-0.0004,18.35,0.0027,17.7,-0.0328,0.12577707596550503
2014-08-11,2014-09-03,10.55,10.4,20,20,0,31,71,23,-221,-0.0209,10.7,0.0142,10.35,-0.019,0.12499128332340725
2014-10-15,2014-10-17,9.6,9.1,20,20,0,27,67,2,-567,-0.0591,9.6,0.0,8.8,-0.0833,0.10545513609822943
2015-08-28,2015-09-07,6.81,7.41,20,20,0,22,62,10,538,0.079,7.75,0.138,6.81,0.0,0.2146000399199206
2018-02-21,2018-03-02,16.15,17.7,23,25,0,53,101,9,1449,0.0897,18.1,0.1207,16.15,0.0,0.20538614250466747
2020-10-05,2020-10-13,15.95,17.75,23,25,0,53,101,8,1699,0.1065,17.8,0.116,15.95,0.0,0.11921304519589704
