ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1661763603467186000,15.85,447,15.8,54,15.85,4,1,2022-08-29 09:00:03
1661763603528409000,15.8,38,15.8,16,15.85,4,2,2022-08-29 09:00:03
1661763603570531000,15.8,16,15.75,4,15.85,5,2,2022-08-29 09:00:03
1661763604491182000,15.85,1,15.75,4,15.85,4,1,2022-08-29 09:00:04
1661763605109049000,15.85,4,15.75,4,15.9,31,1,2022-08-29 09:00:05
1661763605109049000,15.9,16,15.75,4,15.9,31,1,2022-08-29 09:00:05
1661763609807423000,15.8,1,15.75,9,15.8,1,1,2022-08-29 09:00:09
1661763610522200000,15.8,1,15.75,9,15.85,1,1,2022-08-29 09:00:10
1661763610712379000,15.75,1,15.75,9,15.85,1,2,2022-08-29 09:00:10
1661763610963008000,15.75,8,15.65,21,15.85,1,2,2022-08-29 09:00:10
1661763611628306000,15.75,10,15.75,10,15.85,1,2,2022-08-29 09:00:11
1661763611822287000,15.85,1,15.7,1,15.9,31,1,2022-08-29 09:00:11
1661763611822287000,15.9,1,15.7,1,15.9,31,1,2022-08-29 09:00:11
1661763611984640000,15.7,1,15.65,8,15.9,31,2,2022-08-29 09:00:11
1661763611984640000,15.65,13,15.65,8,15.9,31,2,2022-08-29 09:00:11
1661763612302837000,15.85,1,15.65,8,15.9,51,2,2022-08-29 09:00:12
1661763612767756000,15.8,1,15.65,8,15.9,51,2,2022-08-29 09:00:12
1661763612992416000,15.65,2,15.65,6,15.9,51,2,2022-08-29 09:00:12
1661763613072870000,15.8,2,15.65,6,15.9,51,2,2022-08-29 09:00:13
1661763613491362000,15.85,1,15.65,6,15.9,53,1,2022-08-29 09:00:13
1661763614144105000,15.7,1,15.65,8,15.9,51,2,2022-08-29 09:00:14
1661763614198785000,15.65,6,15.6,14,15.85,2,2,2022-08-29 09:00:14
1661763614198785000,15.6,4,15.6,14,15.85,2,2,2022-08-29 09:00:14
1661763614343227000,15.85,2,15.7,10,15.9,43,1,2022-08-29 09:00:14
1661763614343227000,15.9,8,15.7,10,15.9,43,1,2022-08-29 09:00:14
1661763615071924000,15.7,4,15.7,6,15.85,6,2,2022-08-29 09:00:15
1661763615104596000,15.7,6,15.6,16,15.8,5,2,2022-08-29 09:00:15
1661763616987395000,15.8,3,15.7,1,15.8,2,1,2022-08-29 09:00:16
1661763617064024000,15.75,3,15.7,1,15.8,2,2,2022-08-29 09:00:17
1661763617228186000,15.7,1,15.7,1,15.8,2,2,2022-08-29 09:00:17
1661763617228186000,15.65,1,15.7,1,15.8,2,2,2022-08-29 09:00:17
1661763617228186000,15.6,2,15.7,1,15.8,2,2,2022-08-29 09:00:17
1661763617247907000,15.6,2,15.6,10,15.8,2,2,2022-08-29 09:00:17
1661763617314100000,15.75,1,15.75,9,15.8,2,1,2022-08-29 09:00:17
1661763617351013000,15.75,9,15.6,10,15.85,9,2,2022-08-29 09:00:17
1661763617387002000,15.8,1,15.6,10,15.8,4,2,2022-08-29 09:00:17
1661763617933173000,15.8,1,15.65,1,15.85,9,2,2022-08-29 09:00:17
1661763618034086000,15.8,3,15.65,1,15.85,9,2,2022-08-29 09:00:18
1661763618349802000,15.65,1,15.6,9,15.85,11,2,2022-08-29 09:00:18
1661763618349802000,15.6,3,15.6,9,15.85,11,2,2022-08-29 09:00:18
1661763618715140000,15.65,1,15.6,6,15.8,1,2,2022-08-29 09:00:18
1661763618715140000,15.6,1,15.6,6,15.8,1,2,2022-08-29 09:00:18
1661763619243140000,15.7,1,15.7,1,15.8,6,1,2022-08-29 09:00:19
1661763619276789000,15.7,1,15.6,6,15.8,6,2,2022-08-29 09:00:19
1661763619438603000,15.6,5,15.6,1,15.8,6,2,2022-08-29 09:00:19
1661763620127365000,15.6,1,15.6,2,15.8,5,2,2022-08-29 09:00:20
1661763621407273000,15.7,2,15.6,6,15.8,1,2,2022-08-29 09:00:21
1661763621803696000,15.6,4,15.55,14,15.75,6,2,2022-08-29 09:00:21
1661763621803696000,15.55,2,15.55,14,15.75,6,2,2022-08-29 09:00:21
1661763622591038000,15.55,5,15.55,7,15.7,1,2,2022-08-29 09:00:22
1661763623443047000,15.7,1,15.55,7,15.75,4,2,2022-08-29 09:00:23
1661763623555070000,15.55,1,15.55,6,15.75,9,2,2022-08-29 09:00:23
1661763623585251000,15.55,6,15.5,26,15.75,9,2,2022-08-29 09:00:23
1661763623585251000,15.5,4,15.5,26,15.75,9,2,2022-08-29 09:00:23
1661763624330436000,15.5,20,15.5,4,15.7,6,2,2022-08-29 09:00:24
1661763624483807000,15.5,4,15.45,36,15.7,6,2,2022-08-29 09:00:24
1661763624483807000,15.45,16,15.45,36,15.7,6,2,2022-08-29 09:00:24
1661763624524258000,15.45,1,15.45,33,15.7,6,2,2022-08-29 09:00:24
1661763624746445000,15.45,1,15.45,32,15.7,6,2,2022-08-29 09:00:24
1661763624805488000,15.45,4,15.45,28,15.7,5,2,2022-08-29 09:00:24
1661763625202772000,15.45,1,15.45,28,15.6,5,2,2022-08-29 09:00:25
1661763625454576000,15.45,7,15.45,20,15.6,5,2,2022-08-29 09:00:25
1661763625466760000,15.45,1,15.45,19,15.6,5,2,2022-08-29 09:00:25
1661763625764721000,15.45,2,15.45,17,15.6,5,2,2022-08-29 09:00:25
1661763625882018000,15.45,1,15.45,16,15.6,5,2,2022-08-29 09:00:25
1661763626008506000,15.45,4,15.45,12,15.6,5,2,2022-08-29 09:00:26
1661763626036265000,15.45,12,15.4,11,15.55,5,2,2022-08-29 09:00:26
1661763626308119000,15.4,1,15.4,8,15.55,5,2,2022-08-29 09:00:26
1661763626485345000,15.55,1,15.4,8,15.55,4,1,2022-08-29 09:00:26
1661763626636482000,15.45,1,15.4,8,15.55,4,2,2022-08-29 09:00:26
1661763627003691000,15.4,1,15.4,7,15.55,4,2,2022-08-29 09:00:27
1661763627119518000,15.4,1,15.4,8,15.55,4,2,2022-08-29 09:00:27
1661763627388055000,15.4,1,15.4,5,15.55,4,2,2022-08-29 09:00:27
1661763627542029000,15.4,1,15.4,4,15.55,4,2,2022-08-29 09:00:27
1661763628149894000,15.4,3,15.4,1,15.5,3,2,2022-08-29 09:00:28
1661763628184030000,15.4,1,15.35,4,15.5,3,2,2022-08-29 09:00:28
1661763628257182000,15.35,1,15.35,3,15.5,3,2,2022-08-29 09:00:28
1661763628295200000,15.35,3,15.3,2,15.5,3,2,2022-08-29 09:00:28
1661763628616723000,15.3,1,15.3,1,15.45,5,2,2022-08-29 09:00:28
1661763628646873000,15.3,1,15.25,6,15.45,5,2,2022-08-29 09:00:28
1661763749470574000,15.55,61,15.5,117,15.55,9,1,2022-08-29 09:02:29
1661763749496242000,15.55,9,15.5,117,15.6,24,1,2022-08-29 09:02:29
1661763749524394000,15.5,9,15.5,108,15.6,24,2,2022-08-29 09:02:29
1661763750661083000,15.55,3,15.5,108,15.6,24,2,2022-08-29 09:02:30
1661763752324386000,15.55,1,15.5,108,15.55,2,1,2022-08-29 09:02:32
1661763752357153000,15.55,2,15.5,108,15.6,24,1,2022-08-29 09:02:32
1661763754130709000,15.6,2,15.5,109,15.6,22,1,2022-08-29 09:02:34
1661763756725789000,15.55,1,15.5,109,15.55,2,1,2022-08-29 09:02:36
1661763756765333000,15.55,2,15.5,109,15.6,22,1,2022-08-29 09:02:36
1661763757543429000,15.55,1,15.5,109,15.6,20,1,2022-08-29 09:02:37
1661763757543429000,15.6,2,15.5,109,15.6,20,1,2022-08-29 09:02:37
1661763759771397000,15.55,1,15.55,2,15.6,20,2,2022-08-29 09:02:39
1661763759792558000,15.55,2,15.5,109,15.6,20,2,2022-08-29 09:02:39
1661763761716557000,15.6,1,15.55,10,15.6,11,1,2022-08-29 09:02:41
1661763761869715000,15.6,5,15.55,10,15.6,6,1,2022-08-29 09:02:41
1661763761888111000,15.6,6,15.55,10,15.65,9,1,2022-08-29 09:02:41
1661763762382099000,15.55,1,15.55,9,15.65,9,2,2022-08-29 09:02:42
1661763762431367000,15.55,5,15.55,4,15.65,9,2,2022-08-29 09:02:42
1661763763073908000,15.65,3,15.55,4,15.65,6,1,2022-08-29 09:02:43
1661763763358627000,15.55,4,15.5,111,15.55,1,2,2022-08-29 09:02:43
1661763763383767000,15.55,1,15.5,111,15.65,6,1,2022-08-29 09:02:43
1661763764308849000,15.6,2,15.5,98,15.65,6,2,2022-08-29 09:02:44
1661763764308849000,15.5,14,15.5,98,15.65,6,2,2022-08-29 09:02:44
1661763764949512000,15.65,1,15.5,98,15.65,5,1,2022-08-29 09:02:44
1661763765100404000,15.5,1,15.5,97,15.65,5,2,2022-08-29 09:02:45
1661763765362845000,15.6,1,15.6,2,15.65,5,1,2022-08-29 09:02:45
1661763766015018000,15.65,1,15.6,2,15.65,4,1,2022-08-29 09:02:46
1661763766353956000,15.6,4,15.5,97,15.55,7,2,2022-08-29 09:02:46
1661763766375194000,15.55,7,15.5,97,15.65,4,1,2022-08-29 09:02:46
1661763767923636000,15.65,4,15.7,1,15.75,6,1,2022-08-29 09:02:47
