ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1649754015447978000,15.8,454,15.75,2,15.8,13,1,2022-04-12 09:00:15
1649754015565766000,15.75,2,15.7,8,15.8,14,2,2022-04-12 09:00:15
1649754020688369000,15.8,6,15.7,8,15.8,8,1,2022-04-12 09:00:20
1649754021143285000,15.8,3,15.7,8,15.8,5,1,2022-04-12 09:00:21
1649754023025034000,15.8,2,15.7,8,15.8,3,1,2022-04-12 09:00:23
1649754023687437000,15.75,1,15.7,8,15.8,3,1,2022-04-12 09:00:23
1649754024312876000,15.8,1,15.7,8,15.8,2,1,2022-04-12 09:00:24
1649754024522868000,15.8,1,15.7,8,15.8,1,1,2022-04-12 09:00:24
1649754026298076000,15.8,1,15.7,8,15.85,26,1,2022-04-12 09:00:26
1649754026298076000,15.85,9,15.7,8,15.85,26,1,2022-04-12 09:00:26
1649754026876817000,15.8,1,15.7,8,15.85,26,2,2022-04-12 09:00:26
1649754027235096000,15.7,2,15.7,6,15.85,26,2,2022-04-12 09:00:27
1649754028555230000,15.75,1,15.7,6,15.75,2,1,2022-04-12 09:00:28
1649754029327975000,15.75,1,15.7,6,15.75,1,1,2022-04-12 09:00:29
1649754029353991000,15.75,1,15.7,6,15.8,10,1,2022-04-12 09:00:29
1649754030081516000,15.8,2,15.7,6,15.8,8,1,2022-04-12 09:00:30
1649754030687137000,15.8,1,15.7,6,15.8,7,1,2022-04-12 09:00:30
1649754031000720000,15.8,3,15.7,6,15.8,4,1,2022-04-12 09:00:31
1649754031017862000,15.8,1,15.7,6,15.8,3,1,2022-04-12 09:00:31
1649754031688147000,15.7,1,15.7,5,15.8,3,2,2022-04-12 09:00:31
1649754032152309000,15.7,2,15.7,3,15.8,3,2,2022-04-12 09:00:32
1649754033590555000,15.8,1,15.7,3,15.8,2,1,2022-04-12 09:00:33
1649754034427750000,15.8,1,15.75,5,15.8,1,1,2022-04-12 09:00:34
1649754034791040000,15.75,4,15.75,1,15.8,1,2,2022-04-12 09:00:34
1649754034830014000,15.75,1,15.7,4,15.8,1,2,2022-04-12 09:00:34
1649754036489241000,15.8,1,15.7,6,15.85,23,1,2022-04-12 09:00:36
1649754036489241000,15.85,1,15.7,6,15.85,23,1,2022-04-12 09:00:36
1649754036957377000,15.85,6,15.7,6,15.85,17,1,2022-04-12 09:00:36
1649754037939560000,15.8,2,15.7,6,15.85,17,1,2022-04-12 09:00:37
1649754039135350000,15.75,1,15.7,8,15.8,1,2,2022-04-12 09:00:39
1649754039342535000,15.8,1,15.8,4,15.85,17,1,2022-04-12 09:00:39
1649754039375258000,15.8,4,15.7,8,15.85,17,2,2022-04-12 09:00:39
1649754040878410000,15.8,1,15.7,9,15.85,17,1,2022-04-12 09:00:40
1649754041405900000,15.85,17,15.7,9,15.9,34,1,2022-04-12 09:00:41
1649754041405900000,15.9,13,15.7,9,15.9,34,1,2022-04-12 09:00:41
