Date	Ticker	Action	Value
2022-07-20	1503	XD	1.8
2022-07-20	2027	XD	1.8
2022-07-20	2027	XR	10
2022-07-20	2206	XD	1.300244
2022-07-20	2615	XD	10.5
2022-07-20	2615	XR	150
2022-07-20	2904	XD	0.8
2022-07-20	2906	XD	0.4
2022-07-20	3617	XD	1
2022-07-20	4576	XD	1
2022-07-20	4764	XD	0.4
2022-07-20	4764	XR	60
2022-07-20	5608	XD	2
2022-07-20	6206	XD	4
2022-07-20	6670	XD	12
2022-07-20	8039	XD	2.5
2022-07-20	8104	XD	2.005315
2022-07-20	8467	XD	2
2022-07-20	00734B	XD	0.22
2022-07-20	00842B	XD	0.44
2022-07-20	4121	XD	1.09214624
2022-07-20	4130	XD	0.35
2022-07-20	5904	XR	9.99999385
2022-07-20	5904	XD	11.0
2022-07-20	6126	XD	1.33256443
2022-07-20	6147	XD	6.0
2022-07-20	6684	XR	100.20485087
2022-07-20	6684	XD	4.50921829
2022-07-20	6741	XD	0.49016277
