Date	Ticker	Action	Value
2022-06-17	1416	XD	0.5
2022-06-17	2616	XD	2.5
2022-06-17	6669	XD	25
2022-06-17	8070	XD	1.62
2022-06-17	9911	XD	3.6
2022-06-17	00697B	XD	0.24
2022-06-17	00751B	XD	0.42
2022-06-17	00764B	XD	0.227
2022-06-17	00765B	XD	0.602
2022-06-17	00772B	XD	0.13
2022-06-17	00773B	XD	0.134
2022-06-17	00777B	XD	0.34
2022-06-17	00778B	XD	0.375
2022-06-17	00779B	XD	0.225
2022-06-17	00781B	XD	0.37
2022-06-17	00787B	XD	0.42
2022-06-17	00792B	XD	0.353
2022-06-17	00793B	XD	0.381
2022-06-17	00836B	XD	0.29
2022-06-17	00856B	XD	0.172
2022-06-17	00857B	XD	0.215
2022-06-17	00859B	XD	0.124
2022-06-17	00862B	XD	0.372
2022-06-17	00863B	XD	0.305
2022-06-17	00883B	XD	0.288
2022-06-17	3118	XD	1.9
2022-06-17	5864	XR	59.9999965
2022-06-17	5864	XD	0.6
2022-06-17	6494	XD	8.0
2022-06-17	6548	XD	1.72
2022-06-17	8924	XD	13.7
