Date	Ticker	Action	Value
2021-08-05	1102	XD	3.462837
2021-08-05	1256	XD	12
2021-08-05	1417	XD	0.3
2021-08-05	1419	XD	1
2021-08-05	1440	XD	0.35
2021-08-05	1452	XD	0.7
2021-08-05	1721	XD	0.5
2021-08-05	2227	XD	18.53
2021-08-05	2250	XD	3
2021-08-05	2368	XD	1.5
2021-08-05	2408	XD	1.296602
2021-08-05	2456	XD	1.995452
2021-08-05	2481	XD	1.5
2021-08-05	2537	XD	0.4
2021-08-05	2608	XD	1.68
2021-08-05	3062	XD	0.15
2021-08-05	3712	XD	1
2021-08-05	4766	XD	7
2021-08-05	5871	XD	5
2021-08-05	5871	XR	50
2021-08-05	5871A	XD	1.207671
2021-08-05	6251	XD	0.4
2021-08-05	8081	XD	9.5
2021-08-05	8249	XD	1.3
2021-08-05	8367	XD	1.5
2021-08-05	9914	XD	7
2021-08-05	2070	XD	1.0
2021-08-05	2643	XD	4.0
2021-08-05	4716	XD	0.24486895
2021-08-05	5289	XD	6.69560253
2021-08-05	5353	XD	0.85
2021-08-05	6190	XD	1.00773399
2021-08-05	6210	XD	3.0
2021-08-05	6263	XD	4.0
2021-08-05	6284	XD	1.0
2021-08-05	6417	XD	1.3
2021-08-05	6509	XD	1.0
2021-08-05	6570	XD	1.0
