Date	Ticker	Action	Value
2020-07-28	1220	XD	0.6
2020-07-28	1231	XD	1.6
2020-07-28	1231	XR	50
2020-07-28	2069	XD	0.5
2020-07-28	2355	XD	1
2020-07-28	2365	XD	0.417832
2020-07-28	2478	XD	1.8
2020-07-28	2495	XD	0.606001
2020-07-28	2534	XD	0.5
2020-07-28	2849	XD	0.73
2020-07-28	2884	XD	0.791063
2020-07-28	2884	XR	79.7
2020-07-28	3047	XD	0.15
2020-07-28	3708	XD	4.00187
2020-07-28	4989	XD	0.6
2020-07-28	6141	XD	0.403257
2020-07-28	6177	XD	1.999138
2020-07-28	6177	XR	100
2020-07-28	6715	XD	1.8
2020-07-28	8467	XD	2
2020-07-28	9942	XD	4.2
2020-07-28	3265	XD	1.5
2020-07-28	3531	XD	1.8
2020-07-28	4162	XD	0.50024038
2020-07-28	4754	XR	149.99998934
2020-07-28	4754	XD	1.5
2020-07-28	4909	XD	0.3
2020-07-28	5398	XD	0.3
2020-07-28	5530	XD	3.0
2020-07-28	6195	XD	1.8
2020-07-28	6284	XD	0.5
2020-07-28	6292	XD	3.52253184
2020-07-28	6624	XD	2.0
2020-07-28	8299	XD	13.0
2020-07-28	8917	XR	100.0
2020-07-28	8917	XD	1.0
