Date	Ticker	Action	Value
2020-08-11	1314	XD	0.3
2020-08-11	1473	XD	0.5
2020-08-11	2739	XD	1
2020-08-11	2801	XD	0.4
2020-08-11	2801	XR	40
2020-08-11	2887	XD	0.565517
2020-08-11	2887	XR	23.1
2020-08-11	3008	XD	79
2020-08-11	4919	XD	1.2
2020-08-11	6202	XD	4.05
2020-08-11	6531	XD	0.997427
2020-08-11	6668	XD	0.800159
2020-08-11	5223	XD	1.20061074
2020-08-11	5460	XD	0.55
2020-08-11	6016	XR	7.00000156
2020-08-11	6016	XD	0.33
2020-08-11	6143	XD	2.84971131
2020-08-11	6509	XD	0.71183747
2020-08-11	8171	XD	0.25
