Date	Ticker	Action	Value
2021-08-30	1514	XD	0.7
2021-08-30	1514	XR	50
2021-08-30	1603	XD	0.5
2021-08-30	1714	XD	0.7
2021-08-30	1722	XD	2.3
2021-08-30	2013	XD	2.8
2021-08-30	2105	XD	1.2
2021-08-30	2211	XD	2.091574
2021-08-30	2316	XD	1.5
2021-08-30	2328	XD	0.65
2021-08-30	2484	XD	1
2021-08-30	2492	XD	6.012384
2021-08-30	2712	XD	0.7
2021-08-30	5519	XD	1.8
2021-08-30	6230	XD	1.36
2021-08-30	1268	XD	7.0
2021-08-30	1565	XD	12.0
2021-08-30	2066	XD	1.7
2021-08-30	3078	XD	3.15
2021-08-30	3236	XD	0.65
2021-08-30	3285	XD	0.35
2021-08-30	3455	XD	4.0
2021-08-30	3551	XD	2.2
2021-08-30	3685	XD	0.2
2021-08-30	4121	XD	1.12904424
2021-08-30	4303	XD	0.3
2021-08-30	4401	XD	1.0
2021-08-30	4909	XD	0.3
2021-08-30	5206	XD	1.3
2021-08-30	5398	XD	0.25
2021-08-30	6114	XD	0.7
2021-08-30	6261	XD	4.0
2021-08-30	6469	XR	297.05342849
2021-08-30	6593	XD	0.5
2021-08-30	8047	XD	0.15
2021-08-30	8406	XD	6.0
