Date	Ticker	Action	Value
2022-07-21	1101	XD	0.999282
2022-07-21	1101	XR	99.9
2022-07-21	1101B	XD	1.750000
2022-07-21	1110	XD	0.2
2022-07-21	1227	XD	1.9
2022-07-21	1417	XD	0.35
2022-07-21	1611	XD	0.8
2022-07-21	1708	XD	2
2022-07-21	1734	XD	0.2
2022-07-21	2013	XD	2
2022-07-21	2030	XD	2
2022-07-21	2204	XD	5.5
2022-07-21	2239	XD	2.5
2022-07-21	2302	XD	0.601312
2022-07-21	2329	XD	1
2022-07-21	2340	XD	3.00028
2022-07-21	2449	XD	3
2022-07-21	2471	XD	2.243811
2022-07-21	2607	XD	0.4
2022-07-21	3055	XD	0.199916
2022-07-21	3209	XD	2.4
2022-07-21	3209	XR	80
2022-07-21	3673	XD	1.5
2022-07-21	4581	XD	1.5
2022-07-21	4737	XD	1.999181
2022-07-21	5471	XD	7
2022-07-21	8021	XD	2.3
2022-07-21	8028	XD	0.8
2022-07-21	8028	XR	60
2022-07-21	9905	XD	1.5
2022-07-21	9918	XD	1.7
2022-07-21	00834B	XD	0.33
2022-07-21	1777	XD	1.93148
2022-07-21	3260	XD	5.43393218
2022-07-21	3611	XD	11.0
2022-07-21	4506	XD	3.2
2022-07-21	4767	XD	1.5
2022-07-21	5291	XD	2.0131847
2022-07-21	6160	XD	0.35
2022-07-21	6640	XD	5.0
2022-07-21	6662	XD	1.6
2022-07-21	6763	XR	50.00004398
2022-07-21	6763	XD	8.0
2022-07-21	8436	XD	8.91892062
2022-07-21	8931	XD	1.5
