Date	Ticker	Action	Value
2021-07-20	1341	XD	6
2021-07-20	2032	XD	0.53
2021-07-20	2308	XD	5.5
2021-07-20	2362	XD	0.6
2021-07-20	2392	XD	2.5
2021-07-20	2597	XD	6.5
2021-07-20	3563	XD	9
2021-07-20	3669	XD	5
2021-07-20	4739	XD	1.2
2021-07-20	6415	XD	10.46497
2021-07-20	00734B	XD	0.18
2021-07-20	00789B	XD	0.44
2021-07-20	00790B	XD	0.495
2021-07-20	00791B	XD	0.559
2021-07-20	00842B	XD	0.32
2021-07-20	00843B	XD	0.59
2021-07-20	00858	XD	0.222
2021-07-20	00869B	XD	0.37
2021-07-20	3388	XD	4.3
2021-07-20	3537	XD	2.5
2021-07-20	4528	XD	1.8
2021-07-20	6532	XD	2.0
2021-07-20	8435	XD	3.5
