Date	Ticker	Action	Value
2021-02-25	00878	XD	0.15
2021-02-25	00679B	XD	0.21
2021-02-25	00721B	XD	0.72
2021-02-25	00748B	XD	0.7
2021-02-25	00754B	XD	0.311
2021-02-25	00755B	XD	0.316
2021-02-25	00756B	XD	0.393
2021-02-25	00772B	XD	0.127
2021-02-25	00773B	XD	0.134
2021-02-25	00780B	XD	0.18
2021-02-25	00786B	XD	0.33
2021-02-25	00794B	XD	0.356
2021-02-25	00795B	XD	0.279
2021-02-25	00796B	XD	0.731
2021-02-25	00799B	XD	0.29
2021-02-25	00839B	XD	0.315
2021-02-25	00840B	XD	0.285
2021-02-25	00841B	XD	0.3
2021-02-25	00847B	XD	0.271
2021-02-25	00860B	XD	0.13
