Date	Ticker	Action	Value
2021-09-16	01009T	XD	0.151651
2021-09-16	1503	XD	1.6
2021-09-16	1617	XD	0.6
2021-09-16	1732	XD	0.5
2021-09-16	2049	XR	30
2021-09-16	2330	XD	2.75
2021-09-16	2351	XD	1.8
2021-09-16	2748	XD	1
2021-09-16	2880	XD	0.265
2021-09-16	2880	XR	26.4
2021-09-16	4438	XD	3.2
2021-09-16	6172	XD	0.2
2021-09-16	6504	XD	12
2021-09-16	6666	XD	2
2021-09-16	9905	XD	1.5
2021-09-16	9943	XD	4
2021-09-16	00764B	XD	0.221
2021-09-16	00765B	XD	0.292
2021-09-16	00772B	XD	0.124
2021-09-16	00773B	XD	0.107
2021-09-16	00777B	XD	0.32
2021-09-16	00778B	XD	0.329
2021-09-16	00779B	XD	0.25
2021-09-16	00781B	XD	0.3
2021-09-16	00792B	XD	0.325
2021-09-16	00793B	XD	0.647
2021-09-16	00859B	XD	0.09
2021-09-16	00862B	XD	0.302
2021-09-16	00863B	XD	0.336
2021-09-16	00883B	XD	0.283
2021-09-16	1777	XD	4.0
2021-09-16	3264	XD	2.00008936
2021-09-16	3628	XD	1.0
2021-09-16	4736	XD	11.42090754
2021-09-16	8403	XR	50.00000046
2021-09-16	8403	XD	0.5
2021-09-16	8917	XR	100.0
2021-09-16	8917	XD	1.5
2021-09-16	8923	XD	0.85
