Date	Ticker	Action	Value
2022-07-18	0050	XD	1.8
2022-07-18	006203	XD	0.83
2022-07-18	006208	XD	1.248
2022-07-18	00692	XD	1.483
2022-07-18	00702	XD	0.31
2022-07-18	00714	XD	0.125
2022-07-18	00717	XD	0.147
2022-07-18	00735	XD	0.25
2022-07-18	00736	XD	0.18
2022-07-18	00882	XD	0.85
2022-07-18	00892	XD	0.219
2022-07-18	1325	XD	2
2022-07-18	1410	XD	1.3
2022-07-18	1786	XD	1.417565
2022-07-18	1806	XD	1
2022-07-18	2374	XD	1
2022-07-18	3026	XD	9
2022-07-18	3312	XD	2
2022-07-18	3380	XD	0.8
2022-07-18	3450	XD	1.8
2022-07-18	6807	XD	2.37
2022-07-18	8374	XD	0.9
2022-07-18	00687B	XD	0.3
2022-07-18	00694B	XD	0.253
2022-07-18	00695B	XD	0.081
2022-07-18	00696B	XD	0.245
2022-07-18	00722B	XD	0.423
2022-07-18	00723B	XD	0.344
2022-07-18	00724B	XD	0.386
2022-07-18	00725B	XD	0.42
2022-07-18	00726B	XD	0.47
2022-07-18	00727B	XD	0.85
2022-07-18	00740B	XD	0.432
2022-07-18	00741B	XD	0.671
2022-07-18	00744B	XD	0.67
2022-07-18	00746B	XD	0.357
2022-07-18	00749B	XD	0.453
2022-07-18	00750B	XD	0.45
2022-07-18	00761B	XD	0.43
2022-07-18	00772B	XD	0.131
2022-07-18	00773B	XD	0.14
2022-07-18	00782B	XD	0.41
2022-07-18	00784B	XD	0.275
2022-07-18	00785B	XD	0.37
2022-07-18	00848B	XD	0.358
2022-07-18	00849B	XD	0.291
2022-07-18	00858	XD	1.128
2022-07-18	00884B	XD	0.354
2022-07-18	00888	XD	0.168
2022-07-18	3227	XD	8.99756501
2022-07-18	3444	XD	2.3
2022-07-18	3689	XD	2.29165121
2022-07-18	4120	XD	0.85
2022-07-18	4128	XR	95.99999906
2022-07-18	4128	XD	0.04
2022-07-18	4706	XD	0.9
2022-07-18	8091	XD	3.90943833
2022-07-18	8358	XD	4.2
