Date	Ticker	Action	Value
2020-07-10	1233	XD	1.6
2020-07-10	1323	XD	1.6
2020-07-10	1417	XD	0.5
2020-07-10	1568	XD	0.503634
2020-07-10	2114	XD	5
2020-07-10	2597	XD	4.5
2020-07-10	3014	XD	3.3
2020-07-10	3016	XD	0.247216
2020-07-10	3090	XD	3.5
2020-07-10	3296	XD	0.274187
2020-07-10	4164	XD	1.996702
2020-07-10	5434	XD	6.5
2020-07-10	6271	XD	2.444841
2020-07-10	8463	XD	0.49
2020-07-10	3188	XD	0.5
2020-07-10	3441	XD	2.1
2020-07-10	3444	XD	1.8
2020-07-10	4163	XD	5.0
2020-07-10	6125	XD	2.0
2020-07-10	6179	XD	1.5
2020-07-10	6231	XD	2.0
2020-07-10	6470	XD	2.5
2020-07-10	6496	XD	1.0
2020-07-10	8054	XD	0.53610555
