Date	Ticker	Action	Value
2021-07-16	006208	XD	0.314
2021-07-16	00692	XD	0.172
2021-07-16	00702	XD	0.28
2021-07-16	00714	XD	0.382
2021-07-16	00717	XD	0.163
2021-07-16	00735	XD	0.21
2021-07-16	00736	XD	0.15
2021-07-16	00882	XD	0.68
2021-07-16	2496	XD	4.520428
2021-07-16	3029	XD	3.000667
2021-07-16	5388	XD	2.599999
2021-07-16	00687B	XD	0.24
2021-07-16	00694B	XD	0.111
2021-07-16	00695B	XD	0.122
2021-07-16	00696B	XD	0.248
2021-07-16	00719B	XD	0.03
2021-07-16	00720B	XD	0.41
2021-07-16	00722B	XD	0.396
2021-07-16	00723B	XD	0.322
2021-07-16	00724B	XD	0.366
2021-07-16	00725B	XD	0.41
2021-07-16	00726B	XD	0.39
2021-07-16	00727B	XD	0.43
2021-07-16	00740B	XD	0.419
2021-07-16	00741B	XD	0.417
2021-07-16	00744B	XD	0.73
2021-07-16	00746B	XD	0.36
2021-07-16	00749B	XD	0.41
2021-07-16	00750B	XD	0.35
2021-07-16	00761B	XD	0.35
2021-07-16	00772B	XD	0.125
2021-07-16	00773B	XD	0.121
2021-07-16	00782B	XD	0.34
2021-07-16	00784B	XD	0.293
2021-07-16	00785B	XD	0.372
2021-07-16	00788B	XD	0.35
2021-07-16	00848B	XD	0.341
2021-07-16	00849B	XD	0.267
2021-07-16	00870B	XD	0.36
2021-07-16	00884B	XD	0.464
2021-07-16	3171	XD	1.85
2021-07-16	3211	XD	6.5
2021-07-16	3529	XD	8.999
2021-07-16	5878	XD	3.2
2021-07-16	6612	XD	0.1
2021-07-16	6679	XD	4.99449475
2021-07-16	6751	XD	2.1
2021-07-16	8086	XD	2.8
2021-07-16	8941	XD	2.5
