Date	Ticker	Action	Value
2022-04-20	0052	XD	10.19
2022-04-20	00714	XD	0.364
2022-04-20	00717	XD	0.153
2022-04-20	00733	XD	0.238
2022-04-20	00687B	XD	0.26
2022-04-20	00694B	XD	0.107
2022-04-20	00695B	XD	0.083
2022-04-20	00696B	XD	0.253
2022-04-20	00719B	XD	0.17
2022-04-20	00720B	XD	0.43
2022-04-20	00722B	XD	0.409
2022-04-20	00723B	XD	0.331
2022-04-20	00724B	XD	0.373
2022-04-20	00725B	XD	0.4
2022-04-20	00726B	XD	0.4
2022-04-20	00727B	XD	0.58
2022-04-20	00740B	XD	0.454
2022-04-20	00741B	XD	0.454
2022-04-20	00746B	XD	0.268
2022-04-20	00749B	XD	0.41
2022-04-20	00750B	XD	0.4
2022-04-20	00761B	XD	0.38
2022-04-20	00772B	XD	0.128
2022-04-20	00773B	XD	0.124
2022-04-20	00782B	XD	0.37
2022-04-20	00784B	XD	0.246
2022-04-20	00785B	XD	0.276
2022-04-20	00788B	XD	0.39
2022-04-20	00848B	XD	0.339
2022-04-20	00849B	XD	0.27
2022-04-20	00870B	XD	0.38
2022-04-20	00884B	XD	0.338
2022-04-20	00888	XD	0.031
