Date	Ticker	Action	Value
2022-07-27	1810	XD	0.2
2022-07-27	2332	XD	0.3
2022-07-27	2881	XD	3.5
2022-07-27	2881A	XD	2.460000
2022-07-27	2881B	XD	2.160000
2022-07-27	2881C	XD	0.330410
2022-07-27	3094	XD	0.98925
2022-07-27	3406	XD	7.9943
2022-07-27	4137	XD	12
2022-07-27	4746	XD	2
2022-07-27	6177	XD	3
2022-07-27	6442	XD	1.2
2022-07-27	6451	XD	2.56
2022-07-27	6464	XD	4.5
2022-07-27	6464	XR	10
2022-07-27	1785	XD	1.4905639
2022-07-27	3293	XR	1000.0
2022-07-27	3293	XD	50.0
2022-07-27	3531	XD	1.2
2022-07-27	3567	XD	2.6
2022-07-27	5011	XD	0.35
2022-07-27	5371	XD	4.0
2022-07-27	6721	XD	3.55555555
2022-07-27	6829	XD	3.63636363
2022-07-27	8383	XD	2.61278579
