Date	Ticker	Action	Value
2020-07-20	00702	XD	0.21
2020-07-20	1436	XD	2.5
2020-07-20	1463	XD	0.6
2020-07-20	1589	XD	0.5
2020-07-20	1615	XD	1
2020-07-20	1615	XR	100
2020-07-20	3021	XD	0.407799
2020-07-20	3545	XD	0.50291
2020-07-20	4190	XD	4
2020-07-20	4915	XD	2.40032
2020-07-20	6674	XD	1.4
2020-07-20	9919	XD	0.2
2020-07-20	9930	XD	2
2020-07-20	4725	RS	452.12750000
2020-07-20	00687B	XD	0.17
2020-07-20	00725B	XD	0.4
2020-07-20	00726B	XD	0.41
2020-07-20	00727B	XD	0.49
2020-07-20	00734B	XD	0.18
2020-07-20	00744B	XD	0.67
2020-07-20	00761B	XD	0.34
2020-07-20	00782B	XD	0.34
2020-07-20	00842B	XD	0.35
2020-07-20	00843B	XD	0.66
2020-07-20	00858	XD	0.07
2020-07-20	00868B	XD	0.4
2020-07-20	00869B	XD	0.74
2020-07-20	2641	XR	9.99999722
2020-07-20	2641	XD	0.1
2020-07-20	3672	XD	0.20523349
2020-07-20	4207	XD	0.3734023
2020-07-20	4716	XD	0.50952187
2020-07-20	5386	XR	50.00006229
2020-07-20	5386	XD	0.5
2020-07-20	6180	XD	3.1400981
2020-07-20	6186	XD	3.0
2020-07-20	6223	XD	2.48956154
2020-07-20	6556	XD	1.8
2020-07-20	6603	XD	0.09929433
2020-07-20	6680	XR	60.5222203
