Date	Ticker	Action	Value
2021-08-20	00771	XD	0.18
2021-08-20	1231	XR	100
2021-08-20	1423	XD	1.8
2021-08-20	1558	XD	9.5
2021-08-20	2015	XD	3.5
2021-08-20	2241	XD	0.5997
2021-08-20	3023	XD	6.288125
2021-08-20	3042	XD	3.8
2021-08-20	4576	XD	0.3
2021-08-20	4942	XD	2.5
2021-08-20	6409	XD	23.504301
2021-08-20	9933	XD	1.998694
2021-08-20	3691	XD	1.73380687
2021-08-20	4111	XD	1.0
2021-08-20	4430	XD	0.5
2021-08-20	5209	XD	3.96552506
2021-08-20	5223	XD	3.41459762
2021-08-20	5347	XD	3.5
2021-08-20	5474	XR	199.99998793
