Date	Ticker	Action	Value
2022-10-19	0056	XD	2.1
2022-10-19	006204	XD	2.677
2022-10-19	00714	XD	0.187
2022-10-19	00717	XD	0.167
2022-10-19	00730	XD	1.077
2022-10-19	00733	XD	0.984
2022-10-19	00739	XD	0.19
2022-10-19	00907	XD	0.141
2022-10-19	00908	XD	0.225
2022-10-19	00912	XD	0.2
2022-10-19	00687B	XD	0.35
2022-10-19	00694B	XD	0.123
2022-10-19	00695B	XD	0.079
2022-10-19	00696B	XD	0.252
2022-10-19	00719B	XD	0.33
2022-10-19	00720B	XD	0.51
2022-10-19	00722B	XD	0.486
2022-10-19	00723B	XD	0.398
2022-10-19	00724B	XD	0.444
2022-10-19	00725B	XD	0.46
2022-10-19	00726B	XD	0.55
2022-10-19	00727B	XD	0.56
2022-10-19	00740B	XD	0.512
2022-10-19	00741B	XD	0.821
2022-10-19	00746B	XD	0.389
2022-10-19	00749B	XD	0.445
2022-10-19	00750B	XD	0.44
2022-10-19	00761B	XD	0.43
2022-10-19	00772B	XD	0.153
2022-10-19	00773B	XD	0.165
2022-10-19	00782B	XD	0.47
2022-10-19	00784B	XD	0.387
2022-10-19	00785B	XD	0.42
2022-10-19	00788B	XD	0.48
2022-10-19	00848B	XD	0.414
2022-10-19	00849B	XD	0.375
2022-10-19	00870B	XD	0.4
2022-10-19	00884B	XD	0.307
2022-10-19	00888	XD	0.208
