Date	Ticker	Action	Value
2022-08-02	1442	XD	1.2
2022-08-02	1540	XD	0.3
2022-08-02	2312	XD	0.198382
2022-08-02	2348	XD	7
2022-08-02	2348	XR	100
2022-08-02	2348A	XD	0.442739
2022-08-02	2472	XD	3.197918
2022-08-02	2537	XD	0.9
2022-08-02	2834	XD	0.1
2022-08-02	2834	XR	37
2022-08-02	3062	XD	0.05
2022-08-02	3167	XD	4
2022-08-02	4106	XD	0.55
2022-08-02	6671	XD	3
2022-08-02	6799	XD	2.728482
2022-08-02	8110	XD	0.13
2022-08-02	8404	XD	2.5
2022-08-02	9935	XD	0.51
2022-08-02	1336	XD	0.4
2022-08-02	3672	XD	0.1
2022-08-02	4533	XD	0.35
2022-08-02	5312	XD	4.3
2022-08-02	6207	XD	1.5
2022-08-02	6469	XR	256.9999977
2022-08-02	8916	XD	2.99733286
2022-08-02	8916A	XD	2.5
