Date	Ticker	Action	Value
2021-08-24	1220	XD	1
2021-08-24	1232	XD	6
2021-08-24	1234	XD	1.8
2021-08-24	2107	XD	1.5
2021-08-24	2511	XD	0.4
2021-08-24	2536	XD	1.2
2021-08-24	3017	XD	2.8
2021-08-24	3022	XD	2
2021-08-24	3024	XD	0.1
2021-08-24	3454	XD	2
2021-08-24	6177	XR	20
2021-08-24	6605	XD	1.4
2021-08-24	9941	XD	4.7
2021-08-24	9941	XR	150
2021-08-24	9941A	XD	2.000000
2021-08-24	1752	XD	1.6
2021-08-24	3226	XD	3.5
2021-08-24	3294	XD	0.5
2021-08-24	3317	XD	1.0
2021-08-24	3441	XD	0.5
2021-08-24	3546	XR	50.00000109
2021-08-24	3546	XD	4.6805776
2021-08-24	4568	XD	4.00079966
2021-08-24	5438	XD	0.1
2021-08-24	6441	XR	99.99998445
2021-08-24	6486	XD	6.0
2021-08-24	6569	XR	99.99998909
2021-08-24	6569	XD	5.5
2021-08-24	8049	XD	1.65
