Date	Ticker	Action	Value
2022-07-01	1710	XD	0.7
2022-07-01	2107	XD	1.2
2022-07-01	2425	XD	0.6
2022-07-01	3006	XD	8
2022-07-01	5306	XD	2.25
2022-07-01	6515	XD	10.979133
2022-07-01	8114	XD	4.5
2022-07-01	8462	XD	1.291458
2022-07-01	9933	XD	2.26028
2022-07-01	3373	XD	1.5
2022-07-01	4714	XD	0.4
2022-07-01	5209	XD	8.79215583
2022-07-01	5315	XD	1.3
2022-07-01	5353	XD	0.9
2022-07-01	6514	XD	3.2
2022-07-01	6527	XD	1.94
2022-07-01	6654	XD	4.5
2022-07-01	6716	XR	100.0
2022-07-01	6716	XD	7.5
2022-07-01	6803	XD	11.94333923
2022-07-01	8040	XD	0.6
