Date	Ticker	Action	Value
2021-08-16	1104	XD	1.1
2021-08-16	1219	XD	1
2021-08-16	1516	XD	0.374876
2021-08-16	1516	XR	37.5
2021-08-16	2301	XD	2
2021-08-16	2464	XD	2
2021-08-16	2633	XD	1.05
2021-08-16	2891	XD	1.05
2021-08-16	2891B	XD	2.250000
2021-08-16	2891C	XD	1.920000
2021-08-16	2905	XD	1
2021-08-16	2923	XD	1.2
2021-08-16	3013	XD	0.3
2021-08-16	3130	XD	7.8
2021-08-16	3138	XD	1.603433
2021-08-16	4919	XD	0.758042
2021-08-16	5515	XD	0.8
2021-08-16	5607	XD	1.2
2021-08-16	6191	XD	0.803115
2021-08-16	6257	XD	2.865627
2021-08-16	6531	XD	4.99946
2021-08-16	8499	XD	7.998455
2021-08-16	1570	XD	0.8
2021-08-16	3081	XD	5.0
2021-08-16	3114	XD	1.2
2021-08-16	3611	XD	10.0
2021-08-16	5604	XD	7.95
2021-08-16	6016	XD	1.22
2021-08-16	6266	XR	34.49999996
2021-08-16	6266	XD	1.035
2021-08-16	8089	XD	1.9909838
