Date	Ticker	Action	Value
2020-12-16	00697B	XD	0.1
2020-12-16	00751B	XD	0.355
2020-12-16	00764B	XD	0.22
2020-12-16	00765B	XD	0.304
2020-12-16	00772B	XD	0.122
2020-12-16	00773B	XD	0.127
2020-12-16	00777B	XD	0.365
2020-12-16	00778B	XD	0.38
2020-12-16	00779B	XD	0.23
2020-12-16	00781B	XD	0.31
2020-12-16	00787B	XD	0.335
2020-12-16	00792B	XD	0.343
2020-12-16	00793B	XD	0.322
2020-12-16	00859B	XD	0.048
2020-12-16	00862B	XD	0.318
2020-12-16	00863B	XD	0.39
2020-12-16	00872B	XD	0.155
2020-12-16	00873B	XD	0.18
2020-12-16	00874B	XD	0.36
