Date	Ticker	Action	Value
2020-08-20	00775B	XD	0.34
2020-08-20	2239	XD	2.5
2020-08-20	3049	XD	0.35
2020-08-20	3653	XD	5
2020-08-20	3661	XD	3.4509
2020-08-20	6139	XD	1.5
2020-08-20	9958	XD	0.992652
2020-08-20	00844B	XD	0.274
2020-08-20	00867B	XD	0.219
2020-08-20	3434	XD	0.3
2020-08-20	3680	XD	1.07550427
2020-08-20	4111	XD	1.0
2020-08-20	5013	XD	0.5
2020-08-20	6156	XD	0.2024816
2020-08-20	6690	XR	20.0
2020-08-20	6690	XD	3.0
2020-08-20	8076	XR	74.63488235
2020-08-20	8076	XD	0.26223065
2020-08-20	9960	XD	0.8
