Date	Ticker	Action	Value
2022-07-15	1446	XD	0.3
2022-07-15	1907	XD	1.5
2022-07-15	2945	XD	2.593379
2022-07-15	3016	XD	1.184839
2022-07-15	3037	XD	3.4
2022-07-15	3042	XD	7.5
2022-07-15	4306	XD	0.999933
2022-07-15	4960	XD	0.500332
2022-07-15	5215	XD	5
2022-07-15	6197	XD	3
2022-07-15	6205	XD	1.998453
2022-07-15	6405	XD	2
2022-07-15	8215	XD	1.5
2022-07-15	3490	XD	1.2
2022-07-15	3546	XD	5.0
2022-07-15	3707	XD	0.34733505
2022-07-15	4205	XD	3.0
2022-07-15	6425	XD	0.5
2022-07-15	7556	XR	39.99999092
2022-07-15	7556	XD	2.4
