Date	Ticker	Action	Value
2022-07-28	1102	XD	3.399659
2022-07-28	1304	XD	2.2
2022-07-28	1305	XD	2.5
2022-07-28	1308	XD	3
2022-07-28	1309	XD	2
2022-07-28	1309	XR	50
2022-07-28	1402	XD	1.5
2022-07-28	1470	XD	0.8
2022-07-28	1473	XD	0.1
2022-07-28	1525	XD	2.1
2022-07-28	1558	XD	8.5
2022-07-28	1617	XD	0.822971
2022-07-28	1717	XD	1.5
2022-07-28	1720	XD	2.5
2022-07-28	1730	XD	3
2022-07-28	2228	XD	2
2022-07-28	2250	XD	3.222222
2022-07-28	2352	XD	2.5
2022-07-28	2431	XD	0.45
2022-07-28	2511	XD	0.5
2022-07-28	2836	XD	0.4
2022-07-28	2836	XR	30
2022-07-28	2884	XD	0.67
2022-07-28	2884	XR	67.4
2022-07-28	3189	XD	4.5
2022-07-28	3454	XD	1.4
2022-07-28	3545	XD	15.836297
2022-07-28	4551	XD	5
2022-07-28	4566	XD	1.184763
2022-07-28	4989	XD	1.5
2022-07-28	6706	XD	10
2022-07-28	2640	XD	3.5
2022-07-28	2937	XD	2.24602266
2022-07-28	3131	XD	17.0
2022-07-28	3219	XD	2.5
2022-07-28	3556	XR	39.99999347
2022-07-28	3556	XD	5.0
2022-07-28	3631	XD	0.5
2022-07-28	4417	XD	2.1
2022-07-28	4971	XD	1.50007396
2022-07-28	5014	XD	1.2
2022-07-28	5425	XD	2.5
2022-07-28	5530	XD	1.2
2022-07-28	6015	XR	59.99999759
2022-07-28	6015	XD	1.8
2022-07-28	6138	XD	9.02036772
2022-07-28	6175	XD	1.5
2022-07-28	6244	XD	0.2
2022-07-28	6263	XD	4.7
2022-07-28	6270	XD	2.0
2022-07-28	6290	XD	2.0
2022-07-28	6664	XD	4.9
2022-07-28	8155	XD	6.0
2022-07-28	8390	XD	1.8
