Date	Ticker	Action	Value
2022-07-05	1215	XD	3
2022-07-05	1301	XD	8.2
2022-07-05	1464	XD	0.25
2022-07-05	1476	XD	12
2022-07-05	1604	XD	2.7
2022-07-05	1723	XD	4
2022-07-05	1909	XD	1.2
2022-07-05	2028	XD	2.5
2022-07-05	2247	XD	12
2022-07-05	2481	XD	3
2022-07-05	2538	XD	0.5
2022-07-05	2753	XD	4.227118
2022-07-05	2887E	XD	2.375000
2022-07-05	3491	XD	4.0
2022-07-05	4102	XD	0.1
2022-07-05	6219	XD	0.25
2022-07-05	6237	XD	0.99987105
2022-07-05	6516	XR	99.99999762
2022-07-05	6516	XD	0.88
2022-07-05	6568	XD	5.01535424
2022-07-05	6667	XD	2.93999999
2022-07-05	8048	XD	2.2
2022-07-05	8083	XD	10.2
2022-07-05	8088	XD	1.0
