Date	Ticker	Action	Value
2021-08-23	1210	XD	2.7
2021-08-23	1210	XR	30
2021-08-23	1817	XD	2
2021-08-23	2377	XD	6.1
2021-08-23	2471	XD	1.5
2021-08-23	2527	XD	1.4
2021-08-23	2545	XD	4.5
2021-08-23	2727	XD	4.364799
2021-08-23	3045	XD	4.29953
2021-08-23	4119	XD	0.5
2021-08-23	4119	XR	200
2021-08-23	4560	XD	1
2021-08-23	6116	XD	0.5
2021-08-23	6189	XD	2.671231
2021-08-23	6215	XD	0.5
2021-08-23	8163	XD	2.5
2021-08-23	8926	XD	1.9
2021-08-23	9902	XD	0.3
2021-08-23	9921	XD	8
2021-08-23	3188	XD	0.3
2021-08-23	3293	XD	42.0
2021-08-23	4966	XD	12.61981392
2021-08-23	5016	XD	2.0
2021-08-23	5490	XD	2.00031607
2021-08-23	5704	XD	2.2
2021-08-23	6237	XD	0.99955913
2021-08-23	6499	XR	99.9999864
2021-08-23	6578	XR	99.99999668
2021-08-23	6578	XD	0.20011289
2021-08-23	6609	XD	0.8
2021-08-23	6643	XD	8.0
2021-08-23	6662	XD	2.0
2021-08-23	6803	XD	10.94880262
2021-08-23	8240	XD	1.6
