Date	Ticker	Action	Value
2022-06-30	1817	XD	2
2022-06-30	2353	XD	2.28
2022-06-30	2408	XD	3.702813
2022-06-30	2412	XD	4.608
2022-06-30	2478	XD	4
2022-06-30	3703	XD	1.68
2022-06-30	4938	XD	5.001375
2022-06-30	6213	XD	5
2022-06-30	6243	XD	1.173523
2022-06-30	8454	XD	13
2022-06-30	8454	XR	200
2022-06-30	8482	XD	5.87
2022-06-30	9907	XD	1
2022-06-30	1570	XD	1.0
2022-06-30	3093	XD	6.3
2022-06-30	3163	XD	1.0
2022-06-30	3324	XD	6.0
2022-06-30	3438	XD	3.6
2022-06-30	3529	XD	13.9998
2022-06-30	3555	XD	0.2
2022-06-30	3570	XD	6.0
2022-06-30	3652	XD	0.41490168
2022-06-30	4542	XD	1.0
2022-06-30	4550	XD	1.15
2022-06-30	5236	XD	10.0
2022-06-30	5536	XD	15.0
2022-06-30	6506	XD	2.0
2022-06-30	6561	XD	9.3
2022-06-30	6577	XD	3.85
2022-06-30	6613	XD	12.0
2022-06-30	8284	XD	3.0
