Date	Ticker	Action	Value
2020-07-15	1582	XD	4.5
2020-07-15	1618	XD	0.3
2020-07-15	1723	XD	5
2020-07-15	1907	XD	0.7
2020-07-15	2027	XD	1
2020-07-15	2027	XR	20
2020-07-15	2031	XD	0.809114
2020-07-15	2034	XD	1.5
2020-07-15	2303	XD	0.803956
2020-07-15	2356	XD	1.3
2020-07-15	2376	XD	2.2
2020-07-15	2501	XD	1
2020-07-15	2520	XD	1.5
2020-07-15	2546	XD	3
2020-07-15	2903	XD	0.8
2020-07-15	3037	XD	1.09186
2020-07-15	3665	XD	9
2020-07-15	4935	XD	1.5
2020-07-15	5546	XD	4
2020-07-15	6285	XD	2.500051
2020-07-15	6405	XD	0.5
2020-07-15	8926	XD	1.7
2020-07-15	1336	XD	1.2
2020-07-15	2928	XD	1.0
2020-07-15	3581	XD	0.7
2020-07-15	3624	XD	0.7
2020-07-15	4953	XD	3.23167282
2020-07-15	5403	XD	3.09999999
2020-07-15	6194	XD	1.1
2020-07-15	6523	XD	3.86
2020-07-15	6732	XR	182.71124907
2020-07-15	6732	XD	20.09823633
2020-07-15	8415	XD	1.40849192
2020-07-15	8931	XD	1.1
