Date	Ticker	Action	Value
2022-07-12	1217	XD	0.3
2022-07-12	1233	XD	0.8
2022-07-12	1414	XD	0.538
2022-07-12	1423	XD	0.75
2022-07-12	1618	XD	0.5
2022-07-12	2049	XD	4.5
2022-07-12	2069	XD	2.2
2022-07-12	2114	XD	7
2022-07-12	2316	XD	1
2022-07-12	2493	XD	2.75
2022-07-12	2597	XD	9
2022-07-12	2634	XD	0.35
2022-07-12	2855	XD	1.89
2022-07-12	3034	XD	51.5
2022-07-12	4439	XD	4.5
2022-07-12	4439	XR	200
2022-07-12	4994	XD	1.5
2022-07-12	5285	XD	4
2022-07-12	6166	XD	0.3
2022-07-12	6196	XD	4.447807
2022-07-12	6251	XD	0.699945
2022-07-12	6592	XD	4.2
2022-07-12	6691	XD	14
2022-07-12	9902	XD	0.5
2022-07-12	2061	XD	1.0
2022-07-12	2221	XD	3.0
2022-07-12	3122	XD	2.15250982
2022-07-12	3171	XD	1.57
2022-07-12	3265	XD	2.3
2022-07-12	3310	XD	2.16591944
2022-07-12	3354	XD	0.3
2022-07-12	3360	XR	111.9999993
2022-07-12	3360	XD	0.12610871
2022-07-12	4183	XD	0.7
2022-07-12	4433	XD	0.76539068
2022-07-12	5487	XD	1.35253944
2022-07-12	6016	XD	1.55
2022-07-12	6125	XD	1.61306063
2022-07-12	6134	XD	0.1
2022-07-12	6173	XD	2.00934579
2022-07-12	6194	XD	0.25
2022-07-12	6231	XD	5.2
2022-07-12	6292	XD	3.6
2022-07-12	6488	XD	8.0
2022-07-12	6788	XD	5.0
2022-07-12	8433	XD	2.5
2022-07-12	8905	XD	1.9
