Date	Ticker	Action	Value
2020-08-27	1108	XD	0.15
2020-08-27	1307	XD	0.8
2020-08-27	1439	XD	5
2020-08-27	1514	XD	0.7
2020-08-27	1514	XR	50
2020-08-27	1533	XD	0.5
2020-08-27	2059	XD	8
2020-08-27	2428	XD	4.2
2020-08-27	2439	XD	7.704899
2020-08-27	2472	XD	1.500116
2020-08-27	2509	XD	0.2
2020-08-27	2509	XR	100
2020-08-27	2527	XD	1.8
2020-08-27	2615	XD	0.8
2020-08-27	3312	XD	0.6
2020-08-27	3312	XR	60
2020-08-27	4942	XD	2.5
2020-08-27	5525	XD	0.5
2020-08-27	5525	XR	80
2020-08-27	8429	XD	0.02
2020-08-27	9935	XD	0.6
2020-08-27	1240	XR	30.0
2020-08-27	1240	XD	2.0
2020-08-27	2066	XD	2.32244946
2020-08-27	3206	XD	2.0
2020-08-27	3236	XD	0.5
2020-08-27	3285	XD	0.2
2020-08-27	3484	XD	1.4
2020-08-27	3597	XD	0.84965741
2020-08-27	4707	XR	54.99999744
2020-08-27	4707	XD	0.15
2020-08-27	4728	XD	1.5
2020-08-27	4991	XD	0.5068134
2020-08-27	6234	XR	80.99999975
2020-08-27	6234	XD	0.39
2020-08-27	6508	XD	1.8
2020-08-27	6516	XR	99.99999712
2020-08-27	6516	XD	0.07
2020-08-27	6538	XR	230.0
2020-08-27	6538	XD	2.5
2020-08-27	8071	XD	0.5
2020-08-27	8410	XD	1.5
2020-08-27	8941	XR	99.99997468
