Date	Ticker	Action	Value
2022-06-28	1326	XD	4.8
2022-06-28	1536	XD	1.365
2022-06-28	1731	XD	1.17
2022-06-28	1802	XD	1.82
2022-06-28	1904	XD	1.9
2022-06-28	2404	XD	13.125296
2022-06-28	2421	XD	1.2
2022-06-28	2885	XD	1.5
2022-06-28	2888	XD	0.400319
2022-06-28	2888A	XD	1.710000
2022-06-28	2888B	XD	1.800000
2022-06-28	3413	XD	8.691594
2022-06-28	4722	XD	2.2
2022-06-28	6591	XD	4
2022-06-28	3684	XD	3.0
2022-06-28	4549	XD	4.1
2022-06-28	4923	XD	4.507103
2022-06-28	5211	XD	0.7
2022-06-28	5274	XR	99.99999418
2022-06-28	5274	XD	35.0
2022-06-28	6146	XD	9.0
2022-06-28	6486	XD	6.36614153
2022-06-28	6751	XD	2.1
2022-06-28	8299	XD	13.0
2022-06-28	8921	XD	0.453
