Date	Ticker	Action	Value
2022-06-16	1456	XD	1.5
2022-06-16	1711	XD	0.5
2022-06-16	1733	XD	1.3
2022-06-16	2020	XD	3
2022-06-16	2330	XD	2.75
2022-06-16	2344	XD	1
2022-06-16	2385	XD	6.1
2022-06-16	2642	XD	2.1
2022-06-16	2707	XD	12.3925
2022-06-16	2851	XD	1.8
2022-06-16	3714	XD	2
2022-06-16	4133	XD	0.46
2022-06-16	5522	XD	4.5
2022-06-16	6116	XD	0.99553
2022-06-16	8341	XD	8
2022-06-16	9924	XD	2.4
2022-06-16	3264	XD	2.8
2022-06-16	3388	XD	6.0
2022-06-16	3680	XD	1.99713734
2022-06-16	4735	XD	0.5
2022-06-16	5609	XD	10.2
2022-06-16	6151	XD	3.0
2022-06-16	6642	XD	3.6
2022-06-16	6643	XD	6.30060208
2022-06-16	6735	XD	3.2
2022-06-16	8240	XD	2.5
2022-06-16	8279	XD	4.0
2022-06-16	8416	XD	8.0
