Date	Ticker	Action	Value
2020-09-16	01009T	XD	0.151272
2020-09-16	1736	XD	1.401785
2020-09-16	2358	XD	0.20408
2020-09-16	3059	XD	0.520562
2020-09-16	6409	XD	23.2078
2020-09-16	6409	XR	50
2020-09-16	6672	XD	5
2020-09-16	00697B	XD	0.1
2020-09-16	00751B	XD	0.375
2020-09-16	00764B	XD	0.243
2020-09-16	00765B	XD	0.317
2020-09-16	00772B	XD	0.106
2020-09-16	00773B	XD	0.113
2020-09-16	00781B	XD	0.32
2020-09-16	00787B	XD	0.345
2020-09-16	00792B	XD	0.346
2020-09-16	00793B	XD	0.324
2020-09-16	00854B	XD	0.564
2020-09-16	00859B	XD	0.096
2020-09-16	00862B	XD	0.312
2020-09-16	00863B	XD	0.231
